@relation 'voice-weka.filters.unsupervised.attribute.Remove-R8,12,19-weka.filters.unsupervised.attribute.Remove-V-R11,6,4,8,2,9-10,18'

@attribute meanfun numeric
@attribute IQR numeric
@attribute Q25 numeric
@attribute sp.ent numeric
@attribute sd numeric
@attribute sfm numeric
@attribute mode numeric
@attribute label {male,female}

@data
0.081564,0.116246,0.097104,0.940659,0.068161,0.611977,0.121293,male
0.101681,0.112736,0.116847,0.937849,0.064489,0.592123,0.121391,male
0.095597,0.112427,0.099085,0.946349,0.066496,0.629272,0.121321,male
0.101719,0.112082,0.115982,0.926522,0.068873,0.567621,0.12132,male
0.097532,0.105475,0.094868,0.942626,0.068117,0.635853,0.121287,male
0.08046,0.113372,0.111085,0.932415,0.066217,0.567913,0.121214,male
0.055565,0.116804,0.110681,0.948383,0.070031,0.632579,0.121278,male
0.101395,0.114745,0.104452,0.94219,0.067564,0.613578,0.121225,male
0.076307,0.11417,0.086531,0.963294,0.072421,0.727047,0.059926,male
0.098873,0.117357,0.088915,0.966685,0.074164,0.753188,0.060197,male
0.090751,0.112716,0.087645,0.948417,0.072095,0.682988,0.102603,male
0.101395,0.11047,0.090724,0.964873,0.072861,0.73429,0.060127,male
0.10932,0.111452,0.090594,0.966588,0.074404,0.7448,0.060045,male
0.112256,0.11704,0.102439,0.954711,0.072192,0.684617,0.06005,male
0.10367,0.123988,0.087859,0.964925,0.077006,0.739368,0.059941,male
0.10325,0.117007,0.090608,0.971907,0.076592,0.763638,0.059951,male
0.130888,0.18461,0.030685,0.931661,0.08685,0.549218,0.117904,male
0.134314,0.178856,0.049986,0.952514,0.086412,0.659814,0.114812,male
0.117359,0.100261,0.044092,0.970194,0.072835,0.754552,0.011655,male
0.114743,0.144108,0.057306,0.948496,0.080117,0.670633,0.111874,male
0.120815,0.109504,0.101733,0.942279,0.070275,0.610171,0.106442,male
0.11026,0.136423,0.096229,0.940729,0.085447,0.585175,0.11309,male
0.103803,0.144821,0.088967,0.946595,0.087864,0.621392,0.115893,male
0.117022,0.137113,0.112315,0.943405,0.084432,0.595128,0.268978,male
0.131734,0.130093,0.09807,0.946134,0.083107,0.631689,0.11248,male
0.117298,0.12509,0.097152,0.949959,0.080922,0.646653,0.109395,male
0.14181,0.04525,0.135475,0.880375,0.047178,0.344307,0.16619,male
0.121546,0.06189,0.128476,0.920513,0.052594,0.403866,0.16689,male
0.130983,0.070208,0.14642,0.910321,0.054289,0.358023,0.165265,male
0.132089,0.075272,0.125607,0.92364,0.058883,0.485118,0.126839,male
0.132075,0.107923,0.125556,0.909837,0.061287,0.395328,0.129558,male
0.102626,0.11318,0.107563,0.934858,0.064426,0.520926,0.092257,male
0.165155,0.050866,0.185332,0.907683,0.053066,0.386818,0,male
0.081165,0.11208,0.085061,0.912216,0.066633,0.507886,0.08426,male
0.152013,0.063685,0.1569,0.918001,0.051696,0.362344,0,male
0.138198,0.104587,0.143045,0.902247,0.056499,0.298599,0.16619,male
0.133717,0.07545,0.1509,0.932835,0.055494,0.427755,0,male
0.159107,0.076879,0.166599,0.914634,0.055815,0.412919,0.240643,male
0.149387,0.066824,0.148266,0.934061,0.055524,0.512562,0,male
0.139378,0.104778,0.133774,0.934323,0.062447,0.467826,0,male
0.147351,0.056886,0.152603,0.907215,0.048975,0.302814,0.185474,male
0.168038,0.092313,0.156131,0.922524,0.057606,0.394561,0,male
0.080595,0.095566,0.139673,0.907622,0.057123,0.319069,0.090012,male
0.081017,0.085274,0.154049,0.927145,0.05393,0.296277,0.090012,male
0.065827,0.075504,0.15319,0.912414,0.051862,0.284872,0.090058,male
0.078363,0.093493,0.149365,0.929916,0.058335,0.381853,0.089971,male
0.063475,0.09417,0.148161,0.924099,0.056285,0.314006,0.09009,male
0.083128,0.088632,0.152485,0.9148,0.054969,0.299863,0.089966,male
0.081505,0.07183,0.163791,0.909693,0.052351,0.295222,0.090131,male
0.112023,0.081085,0.155806,0.903755,0.054554,0.271601,0.090117,male
0.072136,0.081906,0.159707,0.905979,0.056755,0.307965,0.090117,male
0.073051,0.094526,0.162993,0.911215,0.054642,0.257629,0.090097,male
0.091147,0.150088,0.046735,0.901914,0.079528,0.562834,0,male
0.087918,0.165478,0.022764,0.8933,0.081247,0.553553,0,male
0.075907,0.163778,0.025164,0.891348,0.081313,0.576778,0,male
0.092961,0.154566,0.04552,0.883926,0.083083,0.604149,0,male
0.087384,0.12135,0.008307,0.906001,0.080918,0.561684,0,male
0.09038,0.122574,0.082283,0.900403,0.082882,0.584464,0,male
0.100796,0.155576,0.017592,0.939914,0.0838,0.687643,0,male
0.081201,0.132473,0.060215,0.854878,0.081471,0.505371,0,male
0.094923,0.177862,0.014088,0.852858,0.086955,0.557142,0,male
0.081575,0.147641,0.029201,0.908473,0.080508,0.617015,0,male
0.110566,0.118163,0.124471,0.919991,0.06693,0.484101,0.133934,male
0.101841,0.115332,0.111654,0.937649,0.06486,0.577807,0.116847,male
0.097513,0.112392,0.098833,0.933989,0.068627,0.566987,0.096873,male
0.126956,0.11017,0.118938,0.95289,0.067179,0.626023,0.14162,male
0.111032,0.125089,0.121223,0.923322,0.067855,0.462385,0.130888,male
0.128124,0.104439,0.125584,0.909113,0.058486,0.358371,0.113089,male
0.125993,0.121267,0.126415,0.912945,0.065368,0.436573,0.126415,male
0.113944,0.108968,0.120123,0.927753,0.06244,0.482047,0.114116,male
0.110461,0.124111,0.117105,0.909803,0.065039,0.418645,0.126613,male
0.111528,0.114214,0.116569,0.926112,0.063307,0.462042,0.108562,male
0.11109,0.12348,0.115805,0.921624,0.068168,0.48264,0.120477,male
0.107765,0.191932,0.0251,0.812734,0.093199,0.403256,0,male
0.100032,0.140297,0.025805,0.870832,0.085695,0.583471,0,male
0.132119,0.13539,0.024021,0.920756,0.084951,0.67625,0,male
0.093611,0.079584,0.097296,0.84343,0.078965,0.445144,0,male
0.104772,0.133095,0.043431,0.882682,0.084571,0.598327,0,male
0.107765,0.14364,0.028873,0.939773,0.084279,0.71647,0,male
0.086094,0.131467,0.09544,0.920294,0.070559,0.525147,0.060045,male
0.072396,0.118804,0.107888,0.922336,0.066636,0.454643,0.060039,male
0.082758,0.140626,0.095335,0.921013,0.073335,0.564292,0.060054,male
0.057045,0.15001,0.089418,0.904218,0.076269,0.519067,0.060057,male
0.075929,0.143886,0.097023,0.913021,0.072829,0.486051,0.06005,male
0.081219,0.134142,0.097629,0.921257,0.070774,0.51932,0.059944,male
0.081858,0.129611,0.097421,0.913766,0.069783,0.467166,0.060122,male
0.060966,0.153347,0.0875,0.906152,0.076585,0.504633,0.060212,male
0.075178,0.123841,0.101818,0.919074,0.070912,0.512956,0.060061,male
0.074281,0.133925,0.093609,0.91597,0.070317,0.541932,0.060197,male
0.116122,0.087128,0.155452,0.916002,0.0538,0.301161,0.222473,male
0.115129,0.074544,0.175271,0.902248,0.052698,0.240631,0.230471,male
0.124133,0.079563,0.175015,0.899683,0.053447,0.25188,0.239042,male
0.123414,0.093174,0.160666,0.903055,0.053871,0.248022,0.248584,male
0.130055,0.080257,0.164117,0.905836,0.053096,0.290656,0.23817,male
0.102114,0.150244,0.030849,0.959468,0.080407,0.728939,0.012717,male
0.103533,0.146767,0.04079,0.96604,0.08173,0.75955,0.006671,male
0.094653,0.144096,0.043191,0.961702,0.077958,0.727935,0.003351,male
0.109043,0.11617,0.014149,0.927998,0.079648,0.599908,0.005213,male
0.097562,0.138689,0.050232,0.960952,0.07706,0.72381,0.097979,male
0.099846,0.138339,0.043193,0.965299,0.077888,0.738215,0.004078,male
0.10403,0.135663,0.05382,0.962887,0.078286,0.749296,0.098078,male
0.076737,0.151207,0.02864,0.959591,0.082376,0.73526,0.004447,male
0.101642,0.145132,0.035103,0.958425,0.079489,0.721548,0.006979,male
0.106525,0.140781,0.026946,0.956193,0.080102,0.707622,0.009958,male
0.110127,0.124786,0.095753,0.937321,0.084038,0.676823,0,male
0.105228,0.153892,0.068225,0.937912,0.085848,0.665251,0,male
0.101964,0.172614,0.017898,0.927355,0.085508,0.628398,0,male
0.112681,0.13185,0.070437,0.967592,0.079757,0.755378,0.144075,male
0.092354,0.177591,0.046459,0.929761,0.091043,0.662277,0,male
0.1028,0.173892,0.015808,0.906791,0.089755,0.612515,0,male
0.105633,0.172207,0.024388,0.910824,0.085917,0.614425,0,male
0.104676,0.181713,0.023464,0.90322,0.089218,0.597357,0,male
0.107386,0.172216,0.023864,0.878151,0.084485,0.542785,0,male
0.086614,0.166297,0.038216,0.934388,0.086268,0.674844,0,male
0.089305,0.14238,0.103648,0.9253,0.072623,0.523066,0.059938,male
0.079046,0.141223,0.09274,0.918984,0.072854,0.526704,0.060048,male
0.076996,0.124098,0.097411,0.919408,0.069851,0.519774,0.060048,male
0.076255,0.133619,0.085326,0.91857,0.07221,0.579548,0.060054,male
0.07347,0.147471,0.092147,0.914319,0.073088,0.48376,0.059949,male
0.071791,0.117209,0.099981,0.926462,0.068045,0.534102,0.060097,male
0.077557,0.138347,0.091187,0.915976,0.071971,0.532476,0.060037,male
0.071474,0.125693,0.094696,0.920157,0.071163,0.554993,0.059951,male
0.068518,0.144337,0.09363,0.915417,0.073346,0.481694,0.060048,male
0.08987,0.140584,0.099059,0.926782,0.071933,0.528599,0.060036,male
0.108795,0.114242,0.110772,0.937552,0.072075,0.623611,0.050181,male
0.103376,0.12173,0.108387,0.961784,0.077571,0.729937,0.050088,male
0.093395,0.156755,0.064973,0.966312,0.08738,0.759154,0.05008,male
0.110761,0.149238,0.070616,0.969099,0.08626,0.782449,0.050088,male
0.107189,0.162786,0.050293,0.966472,0.088189,0.769193,0.050088,male
0.109992,0.156416,0.069666,0.969287,0.087127,0.781729,0.050181,male
0.107986,0.137207,0.086383,0.968002,0.08479,0.762243,0.05008,male
0.10282,0.12912,0.089091,0.959747,0.083202,0.727327,0.050088,male
0.087281,0.114935,0.107311,0.94959,0.074807,0.652265,0.050129,male
0.090939,0.123538,0.13411,0.895111,0.070485,0.333553,0,male
0.086565,0.100791,0.08878,0.931091,0.062047,0.560896,0.104794,male
0.088512,0.10657,0.087422,0.93455,0.067119,0.578405,0.083969,male
0.078778,0.109746,0.091653,0.927861,0.065363,0.567241,0.101144,male
0.112568,0.119412,0.096993,0.934637,0.066241,0.575084,0.099967,male
0.09356,0.095547,0.08618,0.933989,0.064399,0.572281,0.085669,male
0.108234,0.10425,0.08642,0.933477,0.065283,0.572291,0.083509,male
0.095089,0.114506,0.090491,0.932131,0.064111,0.543657,0.083356,male
0.10551,0.107974,0.090817,0.931106,0.063611,0.556354,0.101797,male
0.084462,0.101042,0.087166,0.93263,0.063945,0.572082,0.083964,male
0.097881,0.125046,0.089016,0.931458,0.067298,0.564359,0.085719,male
0.124567,0.115596,0.039266,0.968797,0.079745,0.781834,0.008807,male
0.122605,0.122182,0.070098,0.965148,0.07559,0.764574,0.112783,male
0.142062,0.127467,0.039467,0.971211,0.077646,0.789685,0.009067,male
0.110157,0.149067,0.053867,0.961016,0.083163,0.736413,0.108533,male
0.1086,0.129613,0.078581,0.962372,0.077515,0.771881,0.127355,male
0.127453,0.116197,0.062272,0.975387,0.077024,0.822587,0.127703,male
0.098098,0.122561,0.047916,0.955491,0.077089,0.715342,0.123539,male
0.119752,0.107933,0.09933,0.967419,0.076154,0.778549,0.118361,male
0.114736,0.14204,0.036976,0.951332,0.076832,0.677629,0.106339,male
0.124045,0.104071,0.115841,0.919072,0.074831,0.609237,0.143717,male
0.085122,0.120884,0.07974,0.946172,0.077583,0.658351,0.015293,male
0.085837,0.106442,0.085248,0.945549,0.076059,0.649529,0.163667,male
0.091389,0.121867,0.083314,0.951695,0.078547,0.67771,0.16042,male
0.094506,0.111914,0.081327,0.966915,0.074473,0.763373,0.178663,male
0.091533,0.113681,0.087262,0.951966,0.073903,0.685155,0.172924,male
0.093467,0.129298,0.080398,0.970478,0.080244,0.787403,0.021231,male
0.088959,0.105984,0.090235,0.943606,0.076885,0.635588,0.182665,male
0.106672,0.111702,0.091596,0.953168,0.077395,0.681603,0.185239,male
0.092796,0.125413,0.098551,0.972912,0.077485,0.776357,0.200305,male
0.09165,0.106811,0.088457,0.953233,0.073249,0.664847,0.181193,male
0.12743,0.100583,0.121877,0.945294,0.064629,0.602794,0.218533,male
0.119785,0.116514,0.099194,0.964783,0.074293,0.729355,0.015614,male
0.120378,0.101368,0.119088,0.953991,0.073634,0.631997,0.016863,male
0.119851,0.129719,0.091079,0.974767,0.079581,0.793454,0.017526,male
0.113754,0.092748,0.13629,0.9401,0.061167,0.525316,0.214003,male
0.121152,0.132811,0.083155,0.962901,0.083125,0.738547,0.015267,male
0.115707,0.126941,0.101103,0.945885,0.082615,0.650573,0.015446,male
0.104839,0.099337,0.118077,0.950563,0.07174,0.667931,0.20577,male
0.093218,0.095883,0.117408,0.931611,0.068155,0.555786,0.183227,male
0.107672,0.105049,0.107197,0.951028,0.077529,0.685496,0.016402,male
0.109008,0.1104,0.119733,0.944715,0.06885,0.598206,0.208267,male
0.120185,0.103158,0.12499,0.939683,0.059646,0.50866,0.122443,male
0.116419,0.106244,0.117713,0.910844,0.063167,0.465367,0.223524,male
0.107101,0.109268,0.111623,0.940327,0.065648,0.608047,0.220656,male
0.117565,0.109191,0.128673,0.924608,0.061366,0.40922,0.211737,male
0.103156,0.10954,0.102962,0.927515,0.067451,0.554522,0.211931,male
0.111501,0.105694,0.115496,0.927651,0.061581,0.462425,0.215146,male
0.11049,0.100997,0.120499,0.914835,0.061282,0.467147,0.213284,male
0.116298,0.114241,0.125738,0.925363,0.064048,0.445586,0.115405,male
0.113219,0.107023,0.120075,0.934316,0.064002,0.535276,0.214568,male
0.105128,0.106244,0.117063,0.920326,0.061149,0.480294,0.223308,male
0.105465,0.092851,0.042172,0.954684,0.071472,0.670205,0,male
0.116308,0.154611,0.053645,0.944929,0.080143,0.656899,0,male
0.118943,0.149539,0.045731,0.94629,0.077254,0.658518,0,male
0.102382,0.11887,0.084791,0.935119,0.074462,0.64284,0,male
0.116251,0.132135,0.068899,0.927987,0.077808,0.617386,0,male
0.119859,0.119117,0.101218,0.91704,0.07863,0.542517,0,male
0.133667,0.116283,0.141701,0.859712,0.057705,0.084934,0.248978,male
0.11593,0.161339,0.044274,0.941614,0.08162,0.631719,0,male
0.115237,0.142919,0.070575,0.954051,0.079523,0.692133,0,male
0.11639,0.118901,0.101415,0.926782,0.076514,0.588819,0,male
0.127758,0.136268,0.038086,0.953606,0.07954,0.691744,0,male
0.104197,0.149966,0.040434,0.95234,0.080006,0.671153,0,male
0.114503,0.145331,0.047134,0.945118,0.078195,0.651739,0,male
0.12177,0.133394,0.067763,0.932399,0.074868,0.611827,0,male
0.124954,0.149594,0.056374,0.963365,0.079697,0.745818,0,male
0.1057,0.164093,0.039287,0.968448,0.084088,0.777627,0,male
0.111934,0.140223,0.071898,0.934367,0.079187,0.614026,0,male
0.103553,0.115886,0.064686,0.953067,0.074669,0.724311,0,male
0.092952,0.126083,0.041869,0.954059,0.077134,0.696184,0,male
0.106848,0.099754,0.047721,0.958236,0.069611,0.719183,0,male
0.102683,0.184731,0.019148,0.829816,0.09235,0.51583,0,male
0.093241,0.167531,0.028117,0.826639,0.085713,0.492974,0,male
0.09014,0.130122,0.086861,0.864396,0.088725,0.544185,0,male
0.078679,0.183235,0.011895,0.824685,0.086559,0.504159,0,male
0.084083,0.169601,0.030971,0.835282,0.088596,0.509976,0,male
0.097809,0.14349,0.059736,0.875223,0.088072,0.581754,0,male
0.08923,0.15493,0.049552,0.847263,0.088278,0.53517,0,male
0.105474,0.125523,0.079538,0.847654,0.084918,0.49998,0,male
0.097032,0.144075,0.065052,0.853332,0.087341,0.529941,0,male
0.075519,0.18619,0.000286,0.802274,0.089504,0.46839,0,male
0.138002,0.034809,0.220672,0.858363,0.048547,0.130449,0.2349,male
0.116978,0.03383,0.216721,0.848937,0.047604,0.126989,0.250097,male
0.118713,0.036766,0.21172,0.860989,0.046845,0.139624,0.23448,male
0.127353,0.048823,0.205164,0.866145,0.049785,0.140361,0.232111,male
0.12686,0.023859,0.22674,0.84624,0.046059,0.119673,0.241671,male
0.125255,0.021841,0.22655,0.835677,0.044697,0.117216,0.234961,male
0.126728,0.031748,0.219171,0.853147,0.047353,0.188841,0.23718,male
0.121583,0.035045,0.222157,0.858114,0.048524,0.129618,0.23586,male
0.110794,0.027522,0.219979,0.849701,0.044109,0.137675,0.234228,male
0.12442,0.036618,0.214258,0.855784,0.047789,0.137412,0.235888,male
0.094743,0.104042,0.092609,0.947231,0.07187,0.643325,0.185904,male
0.115598,0.11416,0.105,0.948532,0.074239,0.6311,0.117438,male
0.097979,0.108368,0.089819,0.946765,0.073719,0.649326,0.017183,male
0.118828,0.107401,0.092848,0.944218,0.070689,0.639476,0.097505,male
0.108932,0.108663,0.094235,0.940602,0.071383,0.613985,0.017134,male
0.116721,0.116569,0.093556,0.956194,0.073631,0.683323,0.017177,male
0.118013,0.110922,0.089848,0.952817,0.072244,0.673342,0.091972,male
0.104231,0.104422,0.092041,0.94729,0.071199,0.654942,0.095042,male
0.098502,0.103116,0.092177,0.935944,0.071637,0.58308,0.096713,male
0.104354,0.119369,0.096461,0.96454,0.075805,0.729505,0.017112,male
0.114927,0.12049,0.110342,0.935527,0.07207,0.539779,0,male
0.108935,0.117126,0.105338,0.930444,0.07401,0.536715,0,male
0.12324,0.115333,0.10141,0.952797,0.072785,0.655374,0,male
0.108613,0.118575,0.102691,0.942253,0.071762,0.580292,0,male
0.118109,0.120473,0.10596,0.946306,0.074977,0.62025,0,male
0.108212,0.112358,0.106461,0.945347,0.071987,0.59984,0,male
0.129392,0.122578,0.107825,0.962937,0.076978,0.710752,0,male
0.122059,0.118969,0.114103,0.913464,0.073017,0.530061,0,male
0.102042,0.119404,0.10623,0.942461,0.076173,0.62167,0,male
0.116108,0.116377,0.107603,0.948292,0.073204,0.61963,0,male
0.11335,0.114402,0.118405,0.948781,0.068844,0.584807,0.135049,male
0.11572,0.094706,0.118497,0.960268,0.066491,0.666715,0.175229,male
0.136281,0.100789,0.134201,0.928121,0.058681,0.449683,0.139172,male
0.129018,0.107968,0.121223,0.929481,0.062125,0.470957,0.140276,male
0.106944,0.136663,0.002402,0.812499,0.089599,0.411128,0.000801,male
0.100127,0.05004,0.008229,0.830441,0.070167,0.300592,0.060048,male
0.104004,0.06758,0.008378,0.872789,0.072837,0.418733,0.001303,male
0.089682,0.150543,0.008808,0.878622,0.093731,0.533373,0.060057,male
0.099776,0.115678,0.00178,0.78665,0.087889,0.32957,0.00089,male
0.092098,0.142966,0.005339,0.849853,0.091954,0.438149,0.00089,male
0.095733,0.141531,0.002119,0.834213,0.08865,0.450205,0.001413,male
0.094071,0.145166,0.003358,0.846837,0.090036,0.488359,0.000775,male
0.133667,0.116283,0.141701,0.859712,0.057705,0.084934,0.248978,male
0.134527,0.105826,0.152323,0.882884,0.052499,0.08974,0.275299,male
0.14704,0.080337,0.162829,0.909939,0.046656,0.102732,0.164881,male
0.149086,0.094307,0.156925,0.915009,0.048561,0.105183,0.154438,male
0.142237,0.101949,0.156401,0.890804,0.053489,0.094455,0.258482,male
0.14102,0.087642,0.168213,0.905174,0.04931,0.096347,0.277599,male
0.172847,0.048162,0.183953,0.890014,0.041747,0.080963,0.22204,male
0.123181,0.085039,0.157527,0.906541,0.05768,0.241945,0,male
0.129797,0.091356,0.145932,0.914533,0.056827,0.226079,0,male
0.113574,0.119335,0.140745,0.892992,0.061042,0.194141,0,male
0.13298,0.110029,0.142463,0.893888,0.057498,0.184081,0,male
0.114972,0.062272,0.188149,0.885105,0.053197,0.181529,0,male
0.136302,0.085415,0.156416,0.894157,0.054829,0.178963,0,male
0.116405,0.099967,0.159444,0.888147,0.056944,0.178778,0,male
0.11401,0.106705,0.107507,0.897276,0.06262,0.482138,0.107307,male
0.103079,0.102246,0.100535,0.896993,0.06126,0.468228,0.100749,male
0.09329,0.103346,0.099145,0.913229,0.061781,0.507183,0.101245,male
0.101872,0.104267,0.102095,0.898751,0.060295,0.466106,0.102312,male
0.109531,0.103063,0.103868,0.933424,0.061523,0.549759,0.200086,male
0.098984,0.103136,0.103343,0.924993,0.061556,0.520469,0.103136,male
0.102148,0.100825,0.103556,0.933406,0.060755,0.542239,0.099355,male
0.105192,0.102785,0.103827,0.920616,0.061426,0.527571,0.103827,male
0.097749,0.101508,0.098949,0.895639,0.060856,0.480389,0.200457,male
0.090285,0.102209,0.098932,0.915751,0.061716,0.520398,0.096679,male
0.094673,0.103431,0.098671,0.897214,0.061416,0.459831,0.099536,male
0.097639,0.105797,0.100273,0.907679,0.060938,0.479164,0.095812,male
0.105425,0.103587,0.104425,0.90184,0.061391,0.479236,0.102332,male
0.10259,0.105026,0.098629,0.926635,0.063619,0.537051,0.198084,male
0.105293,0.102788,0.100442,0.915279,0.061882,0.506675,0.098309,male
0.100617,0.104453,0.100908,0.920559,0.061858,0.524902,0.103827,male
0.109946,0.104168,0.105538,0.884453,0.060496,0.424228,0.103385,male
0.109043,0.104606,0.102296,0.916287,0.061827,0.510424,0.102926,male
0.102158,0.101779,0.100706,0.895792,0.060654,0.471312,0.197117,male
0.10389,0.106949,0.101898,0.906574,0.061591,0.477634,0.103435,male
0.11035,0.104563,0.103906,0.908233,0.061619,0.483818,0.207156,male
0.097768,0.106697,0.10368,0.911917,0.063619,0.473355,0.096135,male
0.105014,0.107129,0.10368,0.906473,0.061697,0.470658,0.104326,male
0.111861,0.107053,0.106473,0.885641,0.061909,0.42744,0.103575,male
0.091152,0.105189,0.101309,0.918321,0.062491,0.509725,0.101309,male
0.101788,0.104753,0.102776,0.900796,0.060803,0.446517,0.200502,male
0.088531,0.105379,0.101267,0.913988,0.062437,0.489086,0.101917,male
0.097181,0.103673,0.104082,0.89846,0.062387,0.494613,0.103469,male
0.1002,0.102506,0.096414,0.913547,0.065073,0.531077,0.092843,male
0.108183,0.102716,0.094104,0.934254,0.066708,0.59427,0.092003,male
0.099571,0.103282,0.100276,0.918291,0.061781,0.538131,0.102209,male
0.108237,0.103887,0.104283,0.913726,0.061934,0.525021,0.102898,male
0.093788,0.106647,0.10097,0.926853,0.062986,0.517628,0.102795,male
0.103934,0.103069,0.103704,0.914717,0.06064,0.493013,0.100952,male
0.112262,0.105327,0.103146,0.925988,0.061583,0.512159,0.103146,male
0.112817,0.104678,0.107845,0.904559,0.060818,0.482941,0.107251,male
0.115249,0.101524,0.102602,0.923024,0.060241,0.526395,0.099584,male
0.101953,0.103643,0.099751,0.921978,0.062383,0.51019,0.095655,male
0.100368,0.101938,0.1015,0.906702,0.061671,0.480162,0.104781,male
0.104481,0.103202,0.100491,0.912674,0.061981,0.512342,0.098615,male
0.108777,0.10473,0.10408,0.900075,0.061074,0.464995,0.10408,male
0.097874,0.108341,0.098473,0.913928,0.06348,0.49619,0.09395,male
0.097572,0.106306,0.099956,0.912989,0.062362,0.498742,0.206262,male
0.09722,0.113505,0.098136,0.963072,0.070908,0.735317,0.093493,male
0.107672,0.113378,0.095133,0.971514,0.073095,0.784796,0.104814,male
0.10903,0.116679,0.108213,0.965021,0.074552,0.74182,0.216273,male
0.111297,0.116496,0.101338,0.975144,0.074536,0.804982,0.13455,male
0.120491,0.115081,0.116289,0.965833,0.071653,0.738276,0.133506,male
0.107117,0.114758,0.114535,0.958008,0.070338,0.693905,0.202383,male
0.118678,0.113191,0.101463,0.964332,0.073815,0.753936,0.201064,male
0.111859,0.16623,0.068683,0.894506,0.09603,0.460903,0.000843,male
0.096002,0.12054,0.092295,0.9645,0.0785,0.75574,0.115203,male
0.115785,0.131677,0.090915,0.97471,0.081519,0.787453,0.114604,male
0.103756,0.160665,0.037606,0.955169,0.082924,0.704673,0.106117,male
0.119185,0.127801,0.081199,0.961066,0.077597,0.718138,0.112052,male
0.116696,0.156462,0.055275,0.958015,0.083493,0.722671,0.009213,male
0.116054,0.143707,0.059908,0.969127,0.081167,0.765034,0.100866,male
0.103769,0.150974,0.061966,0.964781,0.084407,0.737072,0.005578,male
0.121784,0.117538,0.132,0.93143,0.065911,0.52256,0.265538,male
0.120165,0.115979,0.129081,0.940865,0.072925,0.607602,0.245061,male
0.114544,0.111539,0.130952,0.915249,0.060818,0.461751,0.244465,male
0.108871,0.112857,0.134286,0.852594,0.058876,0.320577,0.246429,male
0.095246,0.116426,0.112096,0.937182,0.076829,0.624363,0.216014,male
