@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,13,21'

@attribute IQR numeric
@attribute meanfun numeric
@attribute label {male,female}

@data
0.034809,0.138002,male
0.03383,0.116978,male
0.036766,0.118713,male
0.048823,0.127353,male
0.023859,0.12686,male
0.021841,0.125255,male
0.031748,0.126728,male
0.035045,0.121583,male
0.027522,0.110794,male
0.036618,0.12442,male
0.104042,0.094743,male
0.11416,0.115598,male
0.108368,0.097979,male
0.107401,0.118828,male
0.108663,0.108932,male
0.116569,0.116721,male
0.110922,0.118013,male
0.104422,0.104231,male
0.103116,0.098502,male
0.119369,0.104354,male
0.12049,0.114927,male
0.117126,0.108935,male
0.115333,0.12324,male
0.118575,0.108613,male
0.120473,0.118109,male
0.112358,0.108212,male
0.122578,0.129392,male
0.118969,0.122059,male
0.119404,0.102042,male
0.116377,0.116108,male
0.114402,0.11335,male
0.094706,0.11572,male
0.100789,0.136281,male
0.107968,0.129018,male
0.136663,0.106944,male
0.05004,0.100127,male
0.06758,0.104004,male
0.150543,0.089682,male
0.115678,0.099776,male
0.142966,0.092098,male
0.141531,0.095733,male
0.145166,0.094071,male
0.116283,0.133667,male
0.105826,0.134527,male
0.080337,0.14704,male
0.094307,0.149086,male
0.101949,0.142237,male
0.087642,0.14102,male
0.048162,0.172847,male
0.085039,0.123181,male
0.091356,0.129797,male
0.119335,0.113574,male
0.110029,0.13298,male
0.062272,0.114972,male
0.085415,0.136302,male
0.099967,0.116405,male
0.106705,0.11401,male
0.102246,0.103079,male
0.103346,0.09329,male
0.104267,0.101872,male
0.103063,0.109531,male
0.103136,0.098984,male
0.100825,0.102148,male
0.102785,0.105192,male
0.101508,0.097749,male
0.102209,0.090285,male
0.103431,0.094673,male
0.105797,0.097639,male
0.103587,0.105425,male
0.105026,0.10259,male
0.102788,0.105293,male
0.104453,0.100617,male
0.104168,0.109946,male
0.104606,0.109043,male
0.101779,0.102158,male
0.106949,0.10389,male
0.104563,0.11035,male
0.106697,0.097768,male
0.107129,0.105014,male
0.107053,0.111861,male
0.105189,0.091152,male
0.104753,0.101788,male
0.105379,0.088531,male
0.103673,0.097181,male
0.102506,0.1002,male
0.102716,0.108183,male
0.103282,0.099571,male
0.103887,0.108237,male
0.106647,0.093788,male
0.103069,0.103934,male
0.105327,0.112262,male
0.104678,0.112817,male
0.101524,0.115249,male
0.103643,0.101953,male
0.101938,0.100368,male
0.103202,0.104481,male
0.10473,0.108777,male
0.108341,0.097874,male
0.106306,0.097572,male
0.113505,0.09722,male
0.113378,0.107672,male
0.116679,0.10903,male
0.116496,0.111297,male
0.115081,0.120491,male
0.114758,0.107117,male
0.113191,0.118678,male
0.16623,0.111859,male
0.12054,0.096002,male
0.131677,0.115785,male
0.160665,0.103756,male
0.127801,0.119185,male
0.156462,0.116696,male
0.143707,0.116054,male
0.150974,0.103769,male
0.117538,0.121784,male
0.115979,0.120165,male
0.111539,0.114544,male
0.112857,0.108871,male
0.116426,0.095246,male
0.110116,0.098694,male
0.119197,0.10925,male
0.108856,0.11307,male
0.115385,0.116113,male
0.113031,0.111375,male
0.100543,0.112744,male
0.121739,0.116147,male
0.118502,0.111736,male
0.096231,0.112381,male
0.110164,0.110858,male
0.105045,0.113349,male
0.143077,0.11541,male
0.116308,0.120016,male
0.123241,0.105102,male
0.117313,0.115889,male
0.110469,0.105156,male
0.101771,0.111049,male
0.114878,0.118456,male
0.11737,0.111075,male
0.095128,0.115975,male
0.106102,0.119043,male
0.104932,0.119633,male
0.105494,0.113398,male
0.100489,0.101646,male
0.110446,0.120294,male
0.125603,0.11417,male
0.10904,0.11236,male
0.103897,0.116028,male
0.110545,0.120208,male
0.118734,0.119255,male
0.118072,0.112889,male
0.115979,0.126094,male
0.100769,0.121836,male
0.109778,0.110042,male
0.123079,0.111157,male
0.098977,0.10847,male
0.098408,0.109011,male
0.093797,0.105533,male
0.113161,0.109372,male
0.106061,0.104114,male
0.105128,0.104612,male
0.106364,0.110114,male
0.103298,0.106557,male
0.108401,0.110244,male
0.113618,0.115311,male
0.124037,0.116569,male
0.115452,0.113586,male
0.116127,0.101098,male
0.107946,0.110265,male
0.121739,0.120147,male
0.103285,0.118526,male
0.110556,0.102835,male
0.106884,0.107315,male
0.112101,0.107974,male
0.103784,0.114696,male
0.118553,0.109506,male
0.115294,0.10113,male
0.111034,0.124619,male
0.119426,0.109865,male
0.106842,0.110385,male
0.154257,0.106217,male
0.112743,0.120868,male
0.108259,0.115489,male
0.112574,0.114291,male
0.094572,0.114168,male
0.123338,0.118449,male
0.117394,0.109308,male
0.098226,0.114191,male
0.125956,0.117813,male
0.101379,0.110099,male
0.113301,0.115241,male
0.114146,0.111133,male
0.100339,0.107824,male
0.101303,0.112783,male
0.088732,0.109495,male
0.096923,0.117045,male
0.113878,0.116904,male
0.116837,0.126415,male
0.142878,0.097472,male
0.037366,0.101011,male
0.109598,0.094444,male
0.091977,0.115847,male
0.11187,0.108021,male
0.109652,0.113604,male
0.113401,0.115771,male
0.099022,0.110586,male
0.113005,0.106148,male
0.11642,0.112769,male
0.099036,0.080614,male
0.107566,0.071168,male
0.089123,0.132928,male
0.079762,0.108979,male
0.062357,0.111024,male
0.082985,0.111843,male
0.087022,0.11852,male
0.091832,0.118737,male
0.084777,0.099407,male
0.08545,0.127126,male
0.088405,0.119014,male
0.072438,0.10693,male
0.084826,0.110918,male
0.118794,0.125527,male
0.117667,0.122068,male
0.127743,0.129276,male
0.127291,0.124194,male
0.129761,0.127703,male
0.113068,0.100155,male
0.114682,0.123515,male
0.099816,0.113921,male
0.118937,0.119849,male
0.177788,0.138233,male
0.142567,0.140525,male
0.132768,0.109005,male
0.127298,0.133457,male
0.128468,0.134082,male
0.131996,0.117863,male
0.123783,0.131519,male
0.12173,0.12449,male
0.158676,0.131859,male
0.076188,0.12769,male
0.074329,0.135308,male
0.062871,0.136643,male
0.067295,0.132458,male
0.097411,0.131116,male
0.150557,0.110489,male
0.092444,0.119024,male
0.069812,0.129064,male
0.070775,0.129058,male
0.093778,0.128289,male
0.187074,0.12362,male
0.12059,0.127236,male
0.117023,0.122719,male
0.114785,0.141772,male
0.171119,0.122976,male
0.149927,0.148467,male
0.127404,0.130284,male
0.093976,0.117122,male
0.137309,0.116985,male
0.125843,0.128543,male
0.106433,0.102371,male
0.1149,0.084839,male
0.113281,0.088671,male
0.108961,0.093508,male
0.104956,0.09586,male
0.111688,0.096817,male
0.110114,0.090796,male
0.11514,0.10293,male
0.133158,0.091647,male
0.162548,0.094867,male
0.142054,0.095087,male
0.169839,0.106904,male
0.162829,0.085909,male
0.141214,0.079667,male
0.173473,0.09035,male
0.100166,0.093863,male
0.078596,0.090806,male
0.119451,0.082046,male
0.100259,0.139353,male
0.114918,0.136684,male
0.099443,0.13041,male
0.056032,0.120921,male
0.073236,0.118407,male
0.160889,0.074021,male
0.140081,0.07818,male
0.180797,0.074482,male
0.123378,0.07161,male
0.196168,0.076402,male
0.134645,0.064367,male
0.126801,0.073123,male
0.13821,0.074692,male
0.162115,0.066564,male
0.138363,0.070249,male
0.127154,0.08169,male
0.130295,0.085799,male
0.105845,0.085485,male
0.114235,0.08549,male
0.117427,0.086315,male
0.114102,0.092577,male
0.134043,0.091687,male
0.1197,0.085795,male
0.116072,0.086956,male
0.107706,0.08217,male
0.148063,0.100477,male
0.124611,0.084689,male
0.117105,0.089792,male
0.11133,0.090472,male
0.12476,0.103,male
0.127537,0.097054,male
0.115645,0.101574,male
0.117871,0.099438,male
0.131345,0.100264,male
0.104593,0.1017,male
0.104354,0.083905,male
0.121072,0.107764,male
0.149023,0.113352,male
0.175939,0.104033,male
0.145683,0.109437,male
0.177605,0.106895,male
0.134815,0.111085,male
0.158992,0.121896,male
0.122783,0.111739,male
0.142247,0.11299,male
0.141757,0.098338,male
0.152596,0.126163,male
0.179369,0.129129,male
0.120686,0.126885,male
0.127056,0.124997,male
0.115617,0.111286,male
0.124273,0.128034,male
0.12304,0.12909,male
0.128874,0.132628,male
0.127065,0.131713,male
0.115507,0.132164,male
0.147884,0.114102,male
0.107096,0.132863,male
0.099364,0.131938,male
0.131863,0.123312,male
0.048941,0.171644,male
0.094747,0.130455,male
0.118494,0.122244,male
0.0974,0.117811,male
0.090664,0.115181,male
0.102676,0.094817,male
0.095019,0.103282,male
0.075932,0.094401,male
0.101835,0.125937,male
0.085846,0.104965,male
0.093402,0.102248,male
0.101034,0.085567,male
0.10376,0.102432,male
0.117438,0.098397,male
0.120037,0.09564,male
0.10737,0.098609,male
0.114201,0.11859,male
0.147541,0.110245,male
0.124238,0.116346,male
0.163987,0.106786,male
0.126349,0.111484,male
0.113582,0.099438,male
0.110968,0.11471,male
0.128201,0.103969,male
0.126526,0.120527,male
0.114662,0.123096,male
0.145478,0.111043,male
0.117403,0.10426,male
0.115969,0.110623,male
0.125622,0.112855,male
0.106834,0.114004,male
0.154241,0.09925,male
0.121871,0.095537,male
0.111008,0.093388,male
0.127321,0.109994,male
0.101728,0.119315,male
0.138265,0.100752,male
0.132957,0.107425,male
0.124686,0.107725,male
0.116969,0.108887,male
0.115895,0.10393,male
0.152575,0.120959,male
0.111762,0.093939,male
0.101065,0.10105,male
0.143275,0.124463,male
0.138168,0.103187,male
0.131114,0.122958,male
0.106087,0.104068,male
0.123483,0.111528,male
0.114191,0.178503,male
0.150218,0.160002,male
0.136824,0.169234,male
0.130505,0.161466,male
0.138043,0.168194,male
0.083224,0.160876,male
0.055106,0.177866,male
0.126082,0.169236,male
0.084208,0.179051,male
0.092141,0.17777,male
0.116222,0.124298,male
0.121182,0.104608,male
0.134568,0.104386,male
0.155784,0.110159,male
0.119428,0.120496,male
0.111525,0.10374,male
0.110636,0.111994,male
0.16766,0.114494,male
0.115572,0.113307,male
0.121013,0.124322,male
0.091554,0.071739,male
0.109975,0.101183,male
0.100472,0.0957,male
0.114506,0.101876,male
0.071489,0.115972,male
0.097367,0.125268,male
0.083452,0.120801,male
0.089589,0.114119,male
0.090615,0.115067,male
0.08821,0.117233,male
0.099155,0.099671,male
0.105712,0.097133,male
0.100266,0.095382,male
0.099642,0.102147,male
0.098384,0.099036,male
0.105727,0.11041,male
0.098034,0.094895,male
0.10526,0.10036,male
0.099654,0.100271,male
0.098721,0.098263,male
0.098034,0.096564,male
0.101047,0.097339,male
0.099896,0.109456,male
0.10311,0.109356,male
0.097967,0.09949,male
0.106125,0.102148,male
0.098227,0.096316,male
0.100208,0.105999,male
0.100645,0.096178,male
0.097213,0.092268,male
0.100598,0.097985,male
0.108084,0.079302,male
0.101798,0.096415,male
0.100962,0.095803,male
0.100255,0.094728,male
0.113245,0.093961,male
0.098589,0.095125,male
0.110606,0.095149,male
0.096662,0.090786,male
0.101511,0.09849,male
0.102177,0.103781,male
0.102074,0.095919,male
0.101593,0.099987,male
0.103123,0.100917,male
0.098732,0.10182,male
0.106992,0.091687,male
0.097632,0.095423,male
0.101405,0.103799,male
0.099154,0.102645,male
0.107314,0.097132,male
0.099674,0.107234,male
0.10188,0.099888,male
0.099087,0.102077,male
0.103892,0.104469,male
0.09808,0.100184,male
0.101387,0.111855,male
0.095957,0.089967,male
0.098903,0.099679,male
0.101767,0.093707,male
0.105643,0.100835,male
0.098092,0.094116,male
0.097954,0.092335,male
0.09675,0.107049,male
0.103362,0.109519,male
0.10886,0.1021,male
0.104935,0.102026,male
0.109185,0.09251,male
0.102506,0.095362,male
0.104129,0.094747,male
0.117344,0.094828,male
0.107609,0.094894,male
0.098406,0.095971,male
0.098304,0.093142,male
0.109435,0.095223,male
0.106505,0.101997,male
0.107895,0.094563,male
0.099528,0.102131,male
0.097971,0.107602,male
0.098701,0.090731,male
0.101347,0.088247,male
0.101161,0.10746,male
0.103176,0.096447,male
0.103688,0.097317,male
0.098776,0.089936,male
0.101369,0.095782,male
0.101061,0.093762,male
0.100896,0.099938,male
0.103438,0.090841,male
0.101429,0.098069,male
0.097365,0.093657,male
0.101524,0.095611,male
0.101687,0.088102,male
0.099964,0.110691,male
0.105976,0.101888,male
0.108517,0.096195,male
0.104689,0.093941,male
0.096986,0.104608,male
0.103713,0.106505,male
0.104683,0.095642,male
0.101818,0.095896,male
0.108712,0.106673,male
0.108581,0.097599,male
0.10554,0.096537,male
0.099226,0.095105,male
0.096287,0.095852,male
0.100017,0.102845,male
0.100853,0.100181,male
0.099823,0.099268,male
0.103433,0.102813,male
0.107032,0.090459,male
0.099115,0.098008,male
0.102551,0.108706,male
0.106222,0.112381,male
0.110943,0.103951,male
0.103806,0.098358,male
0.108727,0.106667,male
0.109777,0.106554,male
0.102229,0.09112,male
0.097454,0.108998,male
0.102,0.092866,male
0.097661,0.104901,male
0.117097,0.091426,male
0.1018,0.098589,male
0.095435,0.103017,male
0.105033,0.106114,male
0.103983,0.107544,male
0.099514,0.097704,male
0.106337,0.099661,male
0.101535,0.108406,male
0.098083,0.098031,male
0.100669,0.094131,male
0.099671,0.091481,male
0.101243,0.101179,male
0.113366,0.108321,male
0.108438,0.107577,male
0.096459,0.083562,male
0.113497,0.09596,male
0.105,0.109785,male
0.106372,0.10557,male
0.106693,0.096396,male
0.095379,0.093313,male
0.104681,0.093851,male
0.095702,0.086479,male
0.108101,0.095161,male
0.099365,0.103429,male
0.105415,0.110438,male
0.071579,0.132277,male
0.092331,0.131276,male
0.082605,0.136086,male
0.10736,0.115765,male
0.105701,0.104842,male
0.076194,0.111494,male
0.102366,0.143545,male
0.096344,0.123732,male
0.101211,0.137278,male
0.083509,0.121079,male
0.102215,0.109408,male
0.079671,0.125876,male
0.119846,0.123233,male
0.110436,0.129624,male
0.09069,0.114158,male
0.09694,0.135327,male
0.067765,0.121781,male
0.096133,0.123788,male
0.077552,0.122804,male
0.086459,0.11919,male
0.095495,0.110124,male
0.087297,0.119002,male
0.113501,0.127933,male
0.099209,0.122621,male
0.088554,0.11189,male
0.108808,0.121086,male
0.110538,0.125289,male
0.082113,0.11611,male
0.102421,0.117072,male
0.114052,0.113763,male
0.084113,0.11175,male
0.104712,0.124858,male
0.068174,0.133616,male
0.104342,0.121945,male
0.111634,0.126561,male
0.087774,0.112162,male
0.102779,0.131662,male
0.099524,0.117953,male
0.089042,0.112632,male
0.108556,0.117193,male
0.101776,0.11862,male
0.101124,0.119022,male
0.099454,0.120717,male
0.101776,0.114361,male
0.105933,0.114281,male
0.109686,0.118034,male
0.102603,0.130612,male
0.093333,0.113172,male
0.062609,0.124998,male
0.105455,0.147472,male
0.094274,0.128333,male
0.098391,0.125012,male
0.080348,0.129441,male
0.112598,0.126107,male
0.092081,0.112473,male
0.091073,0.106992,male
0.096684,0.121319,male
0.085525,0.145738,male
0.106105,0.122666,male
0.080835,0.108809,male
0.120177,0.124486,male
0.094,0.087385,male
0.113505,0.101207,male
0.120235,0.132535,male
0.104625,0.149406,male
0.124962,0.133624,male
0.113054,0.144831,male
0.112089,0.132171,male
0.114309,0.128484,male
0.11799,0.134626,male
0.110847,0.132326,male
0.107134,0.126112,male
0.113105,0.128788,male
0.114192,0.131759,male
0.117015,0.120089,male
0.116115,0.134678,male
0.109303,0.128649,male
0.106589,0.127156,male
0.111924,0.124392,male
0.110303,0.12636,male
0.11795,0.134529,male
0.105845,0.125718,male
0.125543,0.146746,male
0.117218,0.146562,male
0.114021,0.14349,male
0.095877,0.128266,male
0.109356,0.138504,male
0.111793,0.121028,male
0.119055,0.128718,male
0.11828,0.124753,male
0.108784,0.140678,male
0.121627,0.146439,male
0.103133,0.130284,male
0.124698,0.154437,male
0.121288,0.13614,male
0.116086,0.123889,male
0.116667,0.14259,male
0.110687,0.133211,male
0.121268,0.134021,male
0.120775,0.125249,male
0.114959,0.140248,male
0.094062,0.13503,male
0.129348,0.132376,male
0.110991,0.132198,male
0.108625,0.139392,male
0.116838,0.136126,male
0.108141,0.131556,male
0.114646,0.135477,male
0.113623,0.140711,male
0.095373,0.126411,male
0.114834,0.132129,male
0.11739,0.123962,male
0.116865,0.134046,male
0.112079,0.136617,male
0.111288,0.133797,male
0.120556,0.144159,male
0.105869,0.138978,male
0.108025,0.134776,male
0.102281,0.144614,male
0.10993,0.141513,male
0.119671,0.140189,male
0.106133,0.129941,male
0.116956,0.130457,male
0.128963,0.12999,male
0.106715,0.121225,male
0.115829,0.115284,male
0.120066,0.126696,male
0.116161,0.115723,male
0.118428,0.118072,male
0.126402,0.128071,male
0.124983,0.113616,male
0.108273,0.115817,male
0.120458,0.119335,male
0.113015,0.126699,male
0.115683,0.114107,male
0.11619,0.117574,male
0.120794,0.127036,male
0.118089,0.131572,male
0.113457,0.12795,male
0.118617,0.11814,male
0.119075,0.124312,male
0.112828,0.124133,male
0.12317,0.12853,male
0.114521,0.123779,male
0.114317,0.129153,male
0.113191,0.12987,male
0.117566,0.129866,male
0.12283,0.117279,male
0.124872,0.120762,male
0.114991,0.127857,male
0.112074,0.120308,male
0.120321,0.129999,male
0.116632,0.11486,male
0.116141,0.130177,male
0.107968,0.123088,male
0.118066,0.118799,male
0.121194,0.133712,male
0.11933,0.129198,male
0.114521,0.123771,male
0.123333,0.124123,male
0.121032,0.142393,male
0.110142,0.13141,male
0.110537,0.122174,male
0.118052,0.127748,male
0.112311,0.118303,male
0.128274,0.131275,male
0.103908,0.136466,male
0.114906,0.130205,male
0.116599,0.117582,male
0.11114,0.118564,male
0.108046,0.130961,male
0.120623,0.12143,male
0.110393,0.115361,male
0.10781,0.13541,male
0.106738,0.121991,male
0.115035,0.122026,male
0.118165,0.119706,male
0.116345,0.13874,male
0.119759,0.126003,male
0.11336,0.128656,male
0.119556,0.118063,male
0.116732,0.129015,male
0.121035,0.131446,male
0.105693,0.126664,male
0.112889,0.116963,male
0.107286,0.121234,male
0.109277,0.118595,male
0.083703,0.119759,male
0.10618,0.126365,male
0.103019,0.113175,male
0.102816,0.137609,male
0.097783,0.123698,male
0.098519,0.116814,male
0.093915,0.120586,male
0.093217,0.117905,male
0.078532,0.112953,male
0.118887,0.127269,male
0.092206,0.118711,male
0.099406,0.114454,male
0.111498,0.120661,male
0.106889,0.130267,male
0.076,0.112663,male
0.095556,0.127979,male
0.11301,0.117401,male
0.124918,0.128908,male
0.111858,0.133683,male
0.107515,0.114683,male
0.090769,0.128651,male
0.109949,0.131676,male
0.094535,0.123908,male
0.145274,0.128292,male
0.099534,0.126432,male
0.089541,0.11971,male
0.113353,0.122496,male
0.084205,0.130962,male
0.090455,0.110514,male
0.103478,0.119088,male
0.105698,0.119681,male
0.113291,0.129917,male
0.080257,0.12282,male
0.087339,0.136609,male
0.099077,0.131356,male
0.11428,0.12477,male
0.095875,0.130248,male
0.101818,0.135463,male
0.102707,0.104783,male
0.097689,0.11918,male
0.101359,0.134244,male
0.096433,0.123764,male
0.114947,0.111046,male
0.111023,0.130017,male
0.094621,0.134786,male
0.105128,0.119049,male
0.08656,0.137189,male
0.074744,0.136946,male
0.109135,0.133017,male
0.104893,0.125785,male
0.112243,0.144152,male
0.102308,0.126553,male
0.109505,0.124146,male
0.091643,0.128239,male
0.091031,0.12304,male
0.1148,0.110624,male
0.11777,0.130035,male
0.093012,0.113894,male
0.100205,0.12519,male
0.117153,0.134224,male
0.101364,0.135571,male
0.093205,0.125153,male
0.109062,0.116158,male
0.108138,0.12405,male
0.1225,0.125472,male
0.103158,0.123986,male
0.099123,0.133929,male
0.102756,0.124894,male
0.11397,0.12032,male
0.111831,0.125343,male
0.105827,0.138659,male
0.111049,0.120722,male
0.102237,0.138987,male
0.090137,0.133339,male
0.105946,0.128077,male
0.101494,0.134417,male
0.080825,0.130937,male
0.11551,0.133846,male
0.099917,0.12436,male
0.111043,0.141119,male
0.109796,0.124402,male
0.109388,0.121535,male
0.106715,0.127889,male
0.11043,0.120554,male
0.098391,0.123836,male
0.111034,0.120371,male
0.112,0.111458,male
0.104844,0.126774,male
0.114892,0.121207,male
0.09641,0.117747,male
0.112487,0.125576,male
0.093789,0.132016,male
0.111608,0.124676,male
0.094286,0.119274,male
0.094357,0.126507,male
0.104174,0.125493,male
0.112998,0.122073,male
0.106667,0.129463,male
0.107327,0.119594,male
0.113431,0.130253,male
0.112091,0.127914,male
0.108889,0.139322,male
0.114019,0.124478,male
0.117247,0.12914,male
0.094357,0.131099,male
0.06402,0.141497,male
0.116394,0.13574,male
0.092161,0.132548,male
0.111019,0.130279,male
0.113035,0.123877,male
0.121642,0.123837,male
0.104604,0.143059,male
0.105,0.129221,male
0.101013,0.124497,male
0.113333,0.11822,male
0.099592,0.137282,male
0.122444,0.124137,male
0.11945,0.129447,male
0.108763,0.137188,male
0.102462,0.135787,male
0.114446,0.133196,male
0.123795,0.127262,male
0.114642,0.12019,male
0.101379,0.1264,male
0.103385,0.134925,male
0.113464,0.11768,male
0.062637,0.145813,male
0.123478,0.147963,male
0.093504,0.128891,male
0.110473,0.121053,male
0.104904,0.133092,male
0.106192,0.142627,male
0.122568,0.12861,male
0.106061,0.127216,male
0.113015,0.137665,male
0.114012,0.121381,male
0.127273,0.12361,male
0.118381,0.127634,male
0.114074,0.117966,male
0.103575,0.138419,male
0.078604,0.134166,male
0.125142,0.146308,male
0.1069,0.124913,male
0.109511,0.140013,male
0.104448,0.137307,male
0.10836,0.14326,male
0.117997,0.144218,male
0.110842,0.129154,male
0.105845,0.132252,male
0.117807,0.141515,male
0.115405,0.117274,male
0.106628,0.125217,male
0.121579,0.129164,male
0.100602,0.12791,male
0.106522,0.128691,male
0.089231,0.129256,male
0.113629,0.131644,male
0.122595,0.135909,male
0.119269,0.122926,male
0.118479,0.134915,male
