@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,8-11,13-14,16,21'

@attribute IQR numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute meandom numeric
@attribute label {male,female}

@data
0.161339,26.350026,0.941614,0.631719,0,0.11593,0.019925,0.223958,male
0.142919,31.676427,0.954051,0.692133,0,0.115237,0.017738,0.086589,male
0.118901,19.683095,0.926782,0.588819,0,0.11639,0.017486,0.081308,male
0.136268,45.709937,0.953606,0.691744,0,0.127758,0.015764,0.211161,male
0.149966,18.731329,0.95234,0.671153,0,0.104197,0.016194,0.098606,male
0.145331,14.185274,0.945118,0.651739,0,0.114503,0.01592,0.078906,male
0.133394,27.45937,0.932399,0.611827,0,0.12177,0.016667,0.129735,male
0.149594,16.497212,0.963365,0.745818,0,0.124954,0.017877,0.100098,male
0.164093,25.207585,0.968448,0.777627,0,0.1057,0.015686,0.104745,male
0.140223,30.228474,0.934367,0.614026,0,0.111934,0.015889,0.106192,male
0.115886,36.843684,0.953067,0.724311,0,0.103553,0.016771,0.077009,male
0.126083,27.788402,0.954059,0.696184,0,0.092952,0.017505,0.074074,male
0.099754,15.814802,0.958236,0.719183,0,0.106848,0.022695,0.094531,male
0.184731,1193.434066,0.829816,0.51583,0,0.102683,0.016842,0.007813,male
0.167531,941.756655,0.826639,0.492974,0,0.093241,0.01686,0.007813,male
0.130122,1087.76727,0.864396,0.544185,0,0.09014,0.016427,0.007813,male
0.183235,815.837002,0.824685,0.504159,0,0.078679,0.016327,0.007813,male
0.169601,883.594607,0.835282,0.509976,0,0.084083,0.0193,0.007813,male
0.14349,892.248183,0.875223,0.581754,0,0.097809,0.016546,0.007813,male
0.15493,853.298248,0.847263,0.53517,0,0.08923,0.016293,0.007813,male
0.125523,1077.206855,0.847654,0.49998,0,0.105474,0.019536,0.007813,male
0.144075,1271.353628,0.853332,0.529941,0,0.097032,0.020915,0.007813,male
0.18619,649.577215,0.802274,0.46839,0,0.075519,0.016097,0.007813,male
0.034809,15.076874,0.858363,0.130449,0.2349,0.138002,0.031873,0.897866,male
0.03383,15.299873,0.848937,0.126989,0.250097,0.116978,0.025765,0.457868,male
0.036766,25.713285,0.860989,0.139624,0.23448,0.118713,0.01564,0.6875,male
0.048823,14.607663,0.866145,0.140361,0.232111,0.127353,0.018497,0.831473,male
0.023859,18.391507,0.84624,0.119673,0.241671,0.12686,0.054983,0.345938,male
0.021841,34.501778,0.835677,0.117216,0.234961,0.125255,0.045326,0.410985,male
0.031748,21.420389,0.853147,0.188841,0.23718,0.126728,0.016546,0.627441,male
0.035045,21.442898,0.858114,0.129618,0.23586,0.121583,0.0193,1.095749,male
0.027522,20.602709,0.849701,0.137675,0.234228,0.110794,0.017877,0.986037,male
0.036618,13.073608,0.855784,0.137412,0.235888,0.12442,0.021828,0.402699,male
0.104042,12.167316,0.947231,0.643325,0.185904,0.094743,0.01889,0.90625,male
0.11416,9.327743,0.948532,0.6311,0.117438,0.115598,0.018059,0.806296,male
0.108368,7.175046,0.946765,0.649326,0.017183,0.097979,0.023599,0.158717,male
0.107401,7.486753,0.944218,0.639476,0.097505,0.118828,0.049231,0.293945,male
0.108663,10.411437,0.940602,0.613985,0.017134,0.108932,0.016461,0.247944,male
0.116569,5.348318,0.956194,0.683323,0.017177,0.116721,0.015857,0.117467,male
0.110922,6.733727,0.952817,0.673342,0.091972,0.118013,0.015952,0.121505,male
0.104422,12.240263,0.94729,0.654942,0.095042,0.104231,0.015795,0.371652,male
0.103116,9.175746,0.935944,0.58308,0.096713,0.098502,0.016842,0.479725,male
0.119369,5.701462,0.96454,0.729505,0.017112,0.104354,0.030246,0.652902,male
0.12049,39.032716,0.935527,0.539779,0,0.114927,0.025,0.444475,male
0.117126,81.211013,0.930444,0.536715,0,0.108935,0.018223,0.525781,male
0.115333,345.221504,0.952797,0.655374,0,0.12324,0.03125,0.569712,male
0.118575,95.030303,0.942253,0.580292,0,0.108613,0.016293,0.383821,male
0.120473,328.195982,0.946306,0.62025,0,0.118109,0.03125,0.523026,male
0.112358,153.057692,0.945347,0.59984,0,0.108212,0.020592,0.560764,male
0.122578,181.136243,0.962937,0.710752,0,0.129392,0.017758,0.75558,male
0.118969,68.288946,0.913464,0.530061,0,0.122059,0.04336,0.213542,male
0.119404,205.840012,0.942461,0.62167,0,0.102042,0.026059,0.435444,male
0.116377,203.881235,0.948292,0.61963,0,0.116108,0.015842,0.649414,male
0.114402,7.741399,0.948781,0.584807,0.135049,0.11335,0.020619,0.447329,male
0.094706,4.741379,0.960268,0.666715,0.175229,0.11572,0.018223,1.000312,male
0.100789,4.247631,0.928121,0.449683,0.139172,0.136281,0.017563,0.168527,male
0.107968,3.503151,0.929481,0.470957,0.140276,0.129018,0.016145,0.448602,male
0.136663,166.260441,0.812499,0.411128,0.000801,0.106944,0.016194,0.105873,male
0.05004,12.906251,0.830441,0.300592,0.060048,0.100127,0.016719,0.183364,male
0.06758,43.954147,0.872789,0.418733,0.001303,0.104004,0.015779,0.246761,male
0.150543,148.817031,0.878622,0.533373,0.060057,0.089682,0.016211,0.292295,male
0.115678,114.803501,0.78665,0.32957,0.00089,0.099776,0.017112,0.095553,male
0.142966,58.038903,0.849853,0.438149,0.00089,0.092098,0.015748,0.03095,male
0.141531,92.766695,0.834213,0.450205,0.001413,0.095733,0.016194,0.232718,male
0.145166,110.748595,0.846837,0.488359,0.000775,0.094071,0.01626,0.233073,male
0.116283,7.890927,0.859712,0.084934,0.248978,0.133667,0.028319,0.818125,male
0.105826,8.848103,0.882884,0.08974,0.275299,0.134527,0.015764,1.173437,male
0.080337,6.454288,0.909939,0.102732,0.164881,0.14704,0.055944,0.818164,male
0.094307,3.522947,0.915009,0.105183,0.154438,0.149086,0.018957,0.971495,male
0.101949,7.361718,0.890804,0.094455,0.258482,0.142237,0.030132,1.185389,male
0.087642,6.923457,0.905174,0.096347,0.277599,0.14102,0.024206,0.462358,male
0.048162,7.815457,0.890014,0.080963,0.22204,0.172847,0.01995,0.555921,male
0.085039,27.310264,0.906541,0.241945,0,0.123181,0.016667,0.241211,male
0.091356,9.373751,0.914533,0.226079,0,0.129797,0.044944,0.407738,male
0.119335,15.732907,0.892992,0.194141,0,0.113574,0.034632,0.253125,male
0.110029,13.261627,0.893888,0.184081,0,0.13298,0.03125,0.249496,male
0.062272,7.824207,0.885105,0.181529,0,0.114972,0.027923,0.251674,male
0.085415,9.988687,0.894157,0.178963,0,0.136302,0.043836,0.283967,male
0.099967,12.247008,0.888147,0.178778,0,0.116405,0.017957,0.357292,male
0.106705,18.420168,0.897276,0.482138,0.107307,0.11401,0.042735,0.551536,male
0.102246,17.233632,0.896993,0.468228,0.100749,0.103079,0.034483,0.487816,male
0.103346,10.969688,0.913229,0.507183,0.101245,0.09329,0.047847,0.449219,male
0.104267,17.625667,0.898751,0.466106,0.102312,0.101872,0.013021,0.552424,male
0.103063,7.696512,0.933424,0.549759,0.200086,0.109531,0.014205,1.152981,male
0.103136,12.942151,0.924993,0.520469,0.103136,0.098984,0.03367,1.016439,male
0.100825,12.006969,0.933406,0.542239,0.099355,0.102148,0.015625,1.064675,male
0.102785,13.253383,0.920616,0.527571,0.103827,0.105192,0.034247,1.205125,male
0.101508,23.806928,0.895639,0.480389,0.200457,0.097749,0.036101,0.692894,male
0.102209,15.644748,0.915751,0.520398,0.096679,0.090285,0.046512,0.526573,male
0.103431,12.758842,0.897214,0.459831,0.099536,0.094673,0.014205,0.524774,male
0.105797,14.394967,0.907679,0.479164,0.095812,0.097639,0.037037,0.458519,male
0.103587,22.435788,0.90184,0.479236,0.102332,0.105425,0.025575,0.61849,male
0.105026,11.016076,0.926635,0.537051,0.198084,0.10259,0.026525,0.633481,male
0.102788,14.998623,0.915279,0.506675,0.098309,0.105293,0.033898,0.731879,male
0.104453,13.058492,0.920559,0.524902,0.103827,0.100617,0.049751,0.735763,male
0.104168,20.565883,0.884453,0.424228,0.103385,0.109946,0.1,0.366676,male
0.104606,15.54737,0.916287,0.510424,0.102926,0.109043,0.019841,0.455433,male
0.101779,16.28338,0.895792,0.471312,0.197117,0.102158,0.084034,0.413876,male
0.106949,9.489748,0.906574,0.477634,0.103435,0.10389,0.05,0.544434,male
