@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2,6,8,10-11,13-16,18,21'

@attribute sd numeric
@attribute IQR numeric
@attribute kurt numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute maxfun numeric
@attribute meandom numeric
@attribute maxdom numeric
@attribute label {male,female}

@data
0.057606,0.092313,4.109994,0.394561,0,0.168038,0.018141,0.275862,1.095129,6.59375,male
0.057123,0.095566,112.647988,0.319069,0.090012,0.080595,0.015717,0.225352,0.160572,0.429688,male
0.05393,0.085274,50.591462,0.296277,0.090012,0.081017,0.01581,0.195122,0.147274,0.375,male
0.051862,0.075504,45.864161,0.284872,0.090058,0.065827,0.016244,0.210526,0.167783,0.65625,male
0.058335,0.093493,74.426493,0.381853,0.089971,0.078363,0.015733,0.253968,0.161784,0.65625,male
0.056285,0.09417,116.959309,0.314006,0.09009,0.063475,0.015671,0.219178,0.147959,0.367188,male
0.054969,0.088632,44.447039,0.299863,0.089966,0.083128,0.01626,0.25,0.230183,1.984375,male
0.052351,0.07183,66.091165,0.295222,0.090131,0.081505,0.016145,0.262295,0.256893,3.242188,male
0.054554,0.081085,33.680113,0.271601,0.090117,0.112023,0.01768,0.275862,0.277018,2.070313,male
0.056755,0.081906,85.996792,0.307965,0.090117,0.072136,0.017897,0.150943,0.145559,0.421875,male
0.054642,0.094526,34.319165,0.257629,0.090097,0.073051,0.015795,0.197531,0.159201,0.382813,male
0.079528,0.150088,671.834241,0.562834,0,0.091147,0.01564,0.275862,0.007813,0.007813,male
0.081247,0.165478,903.789086,0.553553,0,0.087918,0.016129,0.266667,0.007813,0.007813,male
0.081313,0.163778,714.696895,0.576778,0,0.075907,0.016,0.222222,0.007813,0.007813,male
0.083083,0.154566,812.204086,0.604149,0,0.092961,0.01636,0.175824,0.007813,0.007813,male
0.080918,0.12135,402.93261,0.561684,0,0.087384,0.01581,0.271186,0.007979,0.015625,male
0.082882,0.122574,896.650347,0.584464,0,0.09038,0.016615,0.238806,0.007813,0.007813,male
0.0838,0.155576,577.369776,0.687643,0,0.100796,0.016393,0.271186,0.008185,0.023438,male
0.081471,0.132473,560.122789,0.505371,0,0.081201,0.015795,0.262295,0.007813,0.007813,male
0.086955,0.177862,615.527391,0.557142,0,0.094923,0.015795,0.262295,0.007813,0.007813,male
0.080508,0.147641,592.563381,0.617015,0,0.081575,0.017602,0.275862,0.007813,0.007813,male
0.06693,0.118163,10.239948,0.484101,0.133934,0.110566,0.01741,0.266667,0.216146,0.835938,male
0.06486,0.115332,6.461428,0.577807,0.116847,0.101841,0.015656,0.266667,0.272518,0.664063,male
0.068627,0.112392,12.895997,0.566987,0.096873,0.097513,0.0199,0.271186,1.143029,6.429688,male
0.067179,0.11017,6.961662,0.626023,0.14162,0.126956,0.016495,0.275862,0.275276,3.320313,male
0.067855,0.125089,6.621258,0.462385,0.130888,0.111032,0.01766,0.16,0.241508,2.578125,male
0.058486,0.104439,6.672648,0.358371,0.113089,0.128124,0.017076,0.266667,0.143555,0.351563,male
0.065368,0.121267,8.493103,0.436573,0.126415,0.125993,0.026667,0.181818,0.440104,5.84375,male
0.06244,0.108968,6.110981,0.482047,0.114116,0.113944,0.017429,0.156863,0.163672,0.445313,male
0.065039,0.124111,7.980531,0.418645,0.126613,0.110461,0.018433,0.262295,1.060547,5.796875,male
0.063307,0.114214,7.938203,0.462042,0.108562,0.111528,0.016194,0.246154,0.155,0.4375,male
0.068168,0.12348,7.546507,0.48264,0.120477,0.11109,0.023256,0.181818,0.917969,5.59375,male
0.093199,0.191932,834.800916,0.403256,0,0.107765,0.018713,0.170213,0.007813,0.007813,male
0.085695,0.140297,595.744374,0.583471,0,0.100032,0.016684,0.186047,0.007813,0.007813,male
0.084951,0.13539,665.149805,0.67625,0,0.132119,0.01581,0.266667,0.008247,0.015625,male
0.078965,0.079584,710.135871,0.445144,0,0.093611,0.02,0.186047,0.007813,0.007813,male
0.084571,0.133095,880.563785,0.598327,0,0.104772,0.02,0.183908,0.01903,0.445313,male
0.084279,0.14364,658.305024,0.71647,0,0.107765,0.017957,0.253968,0.007813,0.007813,male
0.070559,0.131467,459.517292,0.525147,0.060045,0.086094,0.016343,0.271186,0.070313,0.070313,male
0.066636,0.118804,274.050842,0.454643,0.060039,0.072396,0.016293,0.25,0.099516,0.710938,male
0.073335,0.140626,396.017415,0.564292,0.060054,0.082758,0.0199,0.266667,0.08997,0.507813,male
0.076269,0.15001,392.954344,0.519067,0.060057,0.057045,0.018454,0.225352,0.070313,0.070313,male
0.072829,0.143886,348.98963,0.486051,0.06005,0.075929,0.016327,0.231884,0.075758,0.25,male
0.070774,0.134142,416.183638,0.51932,0.059944,0.081219,0.015889,0.271186,0.073828,0.210938,male
0.069783,0.129611,351.444274,0.467166,0.060122,0.081858,0.016178,0.271186,0.165625,3.164063,male
0.076585,0.153347,307.035082,0.504633,0.060212,0.060966,0.016227,0.258065,0.070313,0.070313,male
0.070912,0.123841,235.710669,0.512956,0.060061,0.075178,0.016327,0.271186,0.082176,0.273438,male
0.070317,0.133925,331.371838,0.541932,0.060197,0.074281,0.015968,0.271186,0.076451,0.242188,male
0.0538,0.087128,7.1912,0.301161,0.222473,0.116122,0.01867,0.266667,0.956473,4.289063,male
0.052698,0.074544,7.89827,0.240631,0.230471,0.115129,0.02213,0.25,1.016357,6.25,male
0.053447,0.079563,8.238183,0.25188,0.239042,0.124133,0.027027,0.271186,0.87064,6.453125,male
0.053871,0.093174,10.188958,0.248022,0.248584,0.123414,0.023916,0.231884,0.646151,5.203125,male
0.053096,0.080257,15.202523,0.290656,0.23817,0.130055,0.031683,0.2,0.926107,6.03125,male
0.080407,0.150244,8.709018,0.728939,0.012717,0.102114,0.018913,0.266667,0.155859,0.984375,male
0.08173,0.146767,8.933406,0.75955,0.006671,0.103533,0.018692,0.246154,0.136875,0.640625,male
0.077958,0.144096,6.863102,0.727935,0.003351,0.094653,0.01898,0.262295,0.291016,3.140625,male
0.079648,0.11617,11.894474,0.599908,0.005213,0.109043,0.021248,0.275862,0.335625,4.289063,male
0.07706,0.138689,8.190791,0.72381,0.097979,0.097562,0.01631,0.271186,0.294866,4.335938,male
0.077888,0.138339,5.024129,0.738215,0.004078,0.099846,0.019277,0.235294,0.328355,4.570313,male
0.078286,0.135663,8.394248,0.749296,0.098078,0.10403,0.018244,0.271186,0.466974,4.390625,male
0.082376,0.151207,19.920003,0.73526,0.004447,0.076737,0.015984,0.231884,0.119655,0.71875,male
0.079489,0.145132,10.447534,0.721548,0.006979,0.101642,0.017857,0.275862,0.135417,0.625,male
0.080102,0.140781,11.181961,0.707622,0.009958,0.106525,0.015748,0.266667,0.305707,1.640625,male
0.084038,0.124786,992.93382,0.676823,0,0.110127,0.015764,0.275862,0.014773,0.390625,male
0.085848,0.153892,910.944401,0.665251,0,0.105228,0.016512,0.275862,0.016719,0.4375,male
0.085508,0.172614,656.490605,0.628398,0,0.101964,0.015702,0.266667,0.021034,0.523438,male
0.079757,0.13185,6.490302,0.755378,0.144075,0.112681,0.017204,0.262295,0.394717,4.851563,male
0.091043,0.177591,611.303524,0.662277,0,0.092354,0.016097,0.271186,0.007813,0.007813,male
0.089755,0.173892,678.335355,0.612515,0,0.1028,0.016649,0.271186,0.020508,0.398438,male
0.085917,0.172207,897.422258,0.614425,0,0.105633,0.015826,0.271186,0.018483,0.445313,male
0.089218,0.181713,592.189381,0.597357,0,0.104676,0.016048,0.275862,0.041756,0.53125,male
0.084485,0.172216,827.567131,0.542785,0,0.107386,0.01898,0.262295,0.007813,0.007813,male
0.086268,0.166297,798.071532,0.674844,0,0.086614,0.016194,0.228571,0.016959,0.382813,male
0.072623,0.14238,331.37748,0.523066,0.059938,0.089305,0.015826,0.246154,0.164885,0.828125,male
0.072854,0.141223,410.65573,0.526704,0.060048,0.079046,0.016277,0.258065,0.10067,0.414063,male
0.069851,0.124098,415.882462,0.519774,0.060048,0.076996,0.01636,0.262295,0.087946,0.53125,male
0.07221,0.133619,453.239648,0.579548,0.060054,0.076255,0.016563,0.238806,0.071825,0.117188,male
0.073088,0.147471,460.26125,0.48376,0.059949,0.07347,0.016113,0.262295,0.083757,0.445313,male
0.068045,0.117209,598.39264,0.534102,0.060097,0.071791,0.016377,0.258065,0.090461,0.695313,male
0.071971,0.138347,623.563096,0.532476,0.060037,0.077557,0.016244,0.253968,0.08505,0.664063,male
0.071163,0.125693,602.716152,0.554993,0.059951,0.071474,0.016277,0.262295,0.070313,0.070313,male
0.073346,0.144337,394.969506,0.481694,0.060048,0.068518,0.016327,0.228571,0.095312,0.75,male
0.071933,0.140584,514.178305,0.528599,0.060036,0.08987,0.015905,0.275862,0.078804,0.25,male
0.072075,0.114242,16.429821,0.623611,0.050181,0.108795,0.034707,0.190476,1.107143,5.070313,male
0.077571,0.12173,34.485625,0.729937,0.050088,0.103376,0.017167,0.275862,1.16887,6.53125,male
0.08738,0.156755,17.947591,0.759154,0.05008,0.093395,0.02,0.25,1.28377,5.234375,male
0.08626,0.149238,27.723483,0.782449,0.050088,0.110761,0.019851,0.275862,1.711516,5.242188,male
0.088189,0.162786,44.077916,0.769193,0.050088,0.107189,0.024096,0.275862,0.715693,3.609375,male
0.087127,0.156416,22.328899,0.781729,0.050181,0.109992,0.01726,0.266667,1.240954,5.5625,male
0.08479,0.137207,28.798171,0.762243,0.05008,0.107986,0.017354,0.271186,1.761127,7,male
0.083202,0.12912,30.956278,0.727327,0.050088,0.10282,0.01812,0.262295,1.457933,4.8125,male
0.074807,0.114935,27.286498,0.652265,0.050129,0.087281,0.018497,0.231884,2.100312,5.382813,male
0.070485,0.123538,10.783439,0.333553,0,0.090939,0.015702,0.262295,0.118719,0.398438,male
0.062047,0.100791,9.072179,0.560896,0.104794,0.086565,0.016277,0.275862,0.329346,4.265625,male
0.067119,0.10657,15.1788,0.578405,0.083969,0.088512,0.016667,0.262295,0.395148,4.65625,male
0.065363,0.109746,13.21178,0.567241,0.101144,0.078778,0.017335,0.271186,0.105469,0.140625,male
0.066241,0.119412,7.154135,0.575084,0.099967,0.112568,0.021769,0.275862,0.56901,3.648438,male
0.064399,0.095547,13.648456,0.572281,0.085669,0.09356,0.015733,0.271186,0.239583,3.382813,male
0.065283,0.10425,13.827785,0.572291,0.083509,0.108234,0.039604,0.271186,0.663802,4.65625,male
0.064111,0.114506,14.436912,0.543657,0.083356,0.095089,0.018391,0.228571,0.747984,4.203125,male
0.063611,0.107974,9.172248,0.556354,0.101797,0.10551,0.021563,0.271186,0.26527,3.757813,male
0.063945,0.101042,11.236161,0.572082,0.083964,0.084462,0.016064,0.258065,0.233705,3.320313,male
0.067298,0.125046,17.153565,0.564359,0.085719,0.097881,0.01631,0.271186,0.214193,3.171875,male
0.079745,0.115596,3.816856,0.781834,0.008807,0.124567,0.016842,0.253968,0.101103,0.3125,male
0.07559,0.122182,5.315259,0.764574,0.112783,0.122605,0.016178,0.225352,0.119792,0.59375,male
0.077646,0.127467,4.374227,0.789685,0.009067,0.142062,0.020434,0.271186,0.146484,0.46875,male
0.083163,0.149067,8.405812,0.736413,0.108533,0.110157,0.017094,0.228571,0.23112,3.539063,male
0.077515,0.129613,7.510033,0.771881,0.127355,0.1086,0.033058,0.246154,0.135937,0.515625,male
0.077024,0.116197,5.848927,0.822587,0.127703,0.127453,0.015671,0.275862,0.11899,0.53125,male
0.077089,0.122561,8.721391,0.715342,0.123539,0.098098,0.016807,0.275862,0.106771,0.3125,male
0.076154,0.107933,7.904866,0.778549,0.118361,0.119752,0.015764,0.253968,0.347656,5.289063,male
0.076832,0.14204,8.230453,0.677629,0.106339,0.114736,0.016016,0.258065,0.1475,1.382813,male
0.074831,0.104071,12.28609,0.609237,0.143717,0.124045,0.025478,0.238806,0.151562,0.46875,male
0.077583,0.120884,7.072493,0.658351,0.015293,0.085122,0.016064,0.202532,1.655692,6.078125,male
0.076059,0.106442,6.776298,0.649529,0.163667,0.085837,0.021651,0.117647,0.673234,1.78125,male
0.078547,0.121867,8.4867,0.67771,0.16042,0.091389,0.015702,0.258065,0.777114,5.9375,male
0.074473,0.111914,7.298108,0.763373,0.178663,0.094506,0.018626,0.271186,0.970898,6.359375,male
0.073903,0.113681,18.739979,0.685155,0.172924,0.091533,0.025316,0.275862,0.88923,5.34375,male
0.080244,0.129298,5.371888,0.787403,0.021231,0.093467,0.016016,0.275862,1.248343,6.320313,male
0.076885,0.105984,9.538397,0.635588,0.182665,0.088959,0.017241,0.235294,1.149251,5.859375,male
0.077395,0.111702,8.127694,0.681603,0.185239,0.106672,0.017204,0.275862,0.77474,5.9375,male
0.077485,0.125413,4.512376,0.776357,0.200305,0.092796,0.015952,0.262295,0.66769,2.570313,male
0.073249,0.106811,6.252862,0.664847,0.181193,0.09165,0.018038,0.258065,0.845788,6.109375,male
0.064629,0.100583,4.138927,0.602794,0.218533,0.12743,0.017602,0.25,1.107244,6.015625,male
0.074293,0.116514,5.243747,0.729355,0.015614,0.119785,0.019536,0.25,1.447656,6.289063,male
0.073634,0.101368,6.069666,0.631997,0.016863,0.120378,0.01592,0.262295,1.270625,5.476563,male
0.079581,0.129719,9.131403,0.793454,0.017526,0.119851,0.017167,0.266667,2.027778,5.5625,male
0.061167,0.092748,5.769633,0.525316,0.214003,0.113754,0.016546,0.192771,1.359375,4.773438,male
0.083125,0.132811,13.636389,0.738547,0.015267,0.121152,0.016194,0.253968,1.591734,5.007813,male
0.082615,0.126941,13.880795,0.650573,0.015446,0.115707,0.051118,0.275862,1.306581,4.445313,male
0.07174,0.099337,5.980398,0.667931,0.20577,0.104839,0.022504,0.25,1.089134,4.625,male
0.068155,0.095883,5.822875,0.555786,0.183227,0.093218,0.017857,0.25,1.082422,4.515625,male
0.077529,0.105049,12.957511,0.685496,0.016402,0.107672,0.018038,0.228571,1.003038,3.976563,male
0.06885,0.1104,3.819471,0.598206,0.208267,0.109008,0.016512,0.161616,0.246324,0.476563,male
0.059646,0.103158,4.167449,0.50866,0.122443,0.120185,0.018957,0.271186,0.663125,3.65625,male
0.063167,0.106244,16.417189,0.465367,0.223524,0.116419,0.020305,0.258065,0.331845,0.554688,male
0.065648,0.109268,10.692241,0.608047,0.220656,0.107101,0.024615,0.175824,0.536892,3.84375,male
0.061366,0.109191,3.901684,0.40922,0.211737,0.117565,0.015779,0.271186,0.384943,0.601563,male
0.067451,0.10954,9.287996,0.554522,0.211931,0.103156,0.032193,0.25,0.409856,0.585938,male
0.061581,0.105694,6.581619,0.462425,0.215146,0.111501,0.018519,0.275862,0.387939,0.914063,male
0.061282,0.100997,13.801889,0.467147,0.213284,0.11049,0.03653,0.258065,0.458125,3.53125,male
0.064048,0.114241,4.918714,0.445586,0.115405,0.116298,0.021108,0.25,0.652344,6.015625,male
0.064002,0.107023,5.53373,0.535276,0.214568,0.113219,0.017149,0.253968,0.816272,4.039063,male
0.061149,0.106244,11.762188,0.480294,0.223308,0.105128,0.015779,0.231884,0.49349,2.765625,male
0.071472,0.092851,12.95779,0.670205,0,0.105465,0.018018,0.266667,0.066189,0.515625,male
0.080143,0.154611,26.678369,0.656899,0,0.116308,0.016529,0.262295,0.096644,0.398438,male
0.077254,0.149539,16.449029,0.658518,0,0.118943,0.019254,0.271186,0.166406,1.328125,male
0.074462,0.11887,25.18956,0.64284,0,0.102382,0.015857,0.228571,0.07625,0.140625,male
0.077808,0.132135,24.360696,0.617386,0,0.116251,0.01741,0.258065,0.149414,0.734375,male
0.07863,0.119117,38.883051,0.542517,0,0.119859,0.016546,0.266667,0.104353,0.234375,male
0.057705,0.116283,7.890927,0.084934,0.248978,0.133667,0.028319,0.253968,0.818125,4.164063,male
0.08162,0.161339,26.350026,0.631719,0,0.11593,0.019925,0.266667,0.223958,4.257813,male
0.079523,0.142919,31.676427,0.692133,0,0.115237,0.017738,0.266667,0.086589,0.265625,male
0.076514,0.118901,19.683095,0.588819,0,0.11639,0.017486,0.258065,0.081308,0.15625,male
0.07954,0.136268,45.709937,0.691744,0,0.127758,0.015764,0.271186,0.211161,3.765625,male
0.080006,0.149966,18.731329,0.671153,0,0.104197,0.016194,0.231884,0.098606,0.390625,male
0.078195,0.145331,14.185274,0.651739,0,0.114503,0.01592,0.266667,0.078906,0.25,male
0.074868,0.133394,27.45937,0.611827,0,0.12177,0.016667,0.275862,0.129735,1.195313,male
0.079697,0.149594,16.497212,0.745818,0,0.124954,0.017877,0.275862,0.100098,0.359375,male
0.084088,0.164093,25.207585,0.777627,0,0.1057,0.015686,0.25,0.104745,0.453125,male
0.079187,0.140223,30.228474,0.614026,0,0.111934,0.015889,0.246154,0.106192,0.679688,male
0.074669,0.115886,36.843684,0.724311,0,0.103553,0.016771,0.262295,0.077009,0.632813,male
0.077134,0.126083,27.788402,0.696184,0,0.092952,0.017505,0.275862,0.074074,0.34375,male
0.069611,0.099754,15.814802,0.719183,0,0.106848,0.022695,0.275862,0.094531,0.8125,male
0.09235,0.184731,1193.434066,0.51583,0,0.102683,0.016842,0.275862,0.007813,0.007813,male
0.085713,0.167531,941.756655,0.492974,0,0.093241,0.01686,0.275862,0.007813,0.007813,male
0.088725,0.130122,1087.76727,0.544185,0,0.09014,0.016427,0.228571,0.007813,0.007813,male
0.086559,0.183235,815.837002,0.504159,0,0.078679,0.016327,0.266667,0.007813,0.007813,male
0.088596,0.169601,883.594607,0.509976,0,0.084083,0.0193,0.225352,0.007813,0.007813,male
0.088072,0.14349,892.248183,0.581754,0,0.097809,0.016546,0.231884,0.007813,0.007813,male
0.088278,0.15493,853.298248,0.53517,0,0.08923,0.016293,0.275862,0.007813,0.007813,male
0.084918,0.125523,1077.206855,0.49998,0,0.105474,0.019536,0.275862,0.007813,0.007813,male
0.087341,0.144075,1271.353628,0.529941,0,0.097032,0.020915,0.266667,0.007813,0.007813,male
0.089504,0.18619,649.577215,0.46839,0,0.075519,0.016097,0.262295,0.007813,0.007813,male
0.048547,0.034809,15.076874,0.130449,0.2349,0.138002,0.031873,0.275862,0.897866,5.734375,male
0.047604,0.03383,15.299873,0.126989,0.250097,0.116978,0.025765,0.262295,0.457868,2.03125,male
0.046845,0.036766,25.713285,0.139624,0.23448,0.118713,0.01564,0.219178,0.6875,4.773438,male
0.049785,0.048823,14.607663,0.140361,0.232111,0.127353,0.018497,0.253968,0.831473,4.664063,male
0.046059,0.023859,18.391507,0.119673,0.241671,0.12686,0.054983,0.266667,0.345938,1.289063,male
0.044697,0.021841,34.501778,0.117216,0.234961,0.125255,0.045326,0.258065,0.410985,2.773438,male
0.047353,0.031748,21.420389,0.188841,0.23718,0.126728,0.016546,0.266667,0.627441,5.023438,male
0.048524,0.035045,21.442898,0.129618,0.23586,0.121583,0.0193,0.271186,1.095749,4.828125,male
0.044109,0.027522,20.602709,0.137675,0.234228,0.110794,0.017877,0.25,0.986037,6.585938,male
0.047789,0.036618,13.073608,0.137412,0.235888,0.12442,0.021828,0.242424,0.402699,1.320313,male
0.07187,0.104042,12.167316,0.643325,0.185904,0.094743,0.01889,0.262295,0.90625,3.765625,male
