@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R6,10-13,21'

@attribute IQR numeric
@attribute sfm numeric
@attribute mode numeric
@attribute centroid numeric
@attribute meanfun numeric
@attribute label {male,female}

@data
0.081085,0.271601,0.090117,0.198295,0.112023,male
0.081906,0.307965,0.090117,0.198778,0.072136,male
0.094526,0.257629,0.090097,0.206312,0.073051,male
0.150088,0.562834,0,0.117778,0.091147,male
0.165478,0.553553,0,0.105782,0.087918,male
0.163778,0.576778,0,0.107009,0.075907,male
0.154566,0.604149,0,0.119006,0.092961,male
0.12135,0.561684,0,0.082526,0.087384,male
0.122574,0.584464,0,0.130674,0.09038,male
0.155576,0.687643,0,0.096725,0.100796,male
0.132473,0.505371,0,0.119977,0.081201,male
0.177862,0.557142,0,0.106861,0.094923,male
0.147641,0.617015,0,0.100906,0.081575,male
0.118163,0.484101,0.133934,0.169506,0.110566,male
0.115332,0.577807,0.116847,0.163313,0.101841,male
0.112392,0.566987,0.096873,0.160925,0.097513,male
0.11017,0.626023,0.14162,0.16486,0.126956,male
0.125089,0.462385,0.130888,0.177428,0.111032,male
0.104439,0.358371,0.113089,0.176685,0.128124,male
0.121267,0.436573,0.126415,0.179029,0.125993,male
0.108968,0.482047,0.114116,0.166353,0.113944,male
0.124111,0.418645,0.126613,0.173757,0.110461,male
0.114214,0.462042,0.108562,0.168023,0.111528,male
0.12348,0.48264,0.120477,0.169353,0.11109,male
0.191932,0.403256,0,0.130411,0.107765,male
0.140297,0.583471,0,0.116779,0.100032,male
0.13539,0.67625,0,0.107162,0.132119,male
0.079584,0.445144,0,0.1311,0.093611,male
0.133095,0.598327,0,0.126195,0.104772,male
0.14364,0.71647,0,0.10713,0.107765,male
0.131467,0.525147,0.060045,0.164801,0.086094,male
0.118804,0.454643,0.060039,0.174843,0.072396,male
0.140626,0.564292,0.060054,0.164959,0.082758,male
0.15001,0.519067,0.060057,0.162515,0.057045,male
0.143886,0.486051,0.06005,0.172346,0.075929,male
0.134142,0.51932,0.059944,0.167705,0.081219,male
0.129611,0.467166,0.060122,0.168623,0.081858,male
0.153347,0.504633,0.060212,0.166402,0.060966,male
0.123841,0.512956,0.060061,0.169082,0.075178,male
0.133925,0.541932,0.060197,0.160199,0.074281,male
0.087128,0.301161,0.222473,0.200815,0.116122,male
0.074544,0.240631,0.230471,0.208677,0.115129,male
0.079563,0.25188,0.239042,0.214956,0.124133,male
0.093174,0.248022,0.248584,0.211485,0.123414,male
0.080257,0.290656,0.23817,0.206924,0.130055,male
0.150244,0.728939,0.012717,0.107825,0.102114,male
0.146767,0.75955,0.006671,0.115866,0.103533,male
0.144096,0.727935,0.003351,0.113203,0.094653,male
0.11617,0.599908,0.005213,0.085151,0.109043,male
0.138689,0.72381,0.097979,0.115619,0.097562,male
0.138339,0.738215,0.004078,0.113316,0.099846,male
0.135663,0.749296,0.098078,0.119213,0.10403,male
0.151207,0.73526,0.004447,0.105493,0.076737,male
0.145132,0.721548,0.006979,0.108456,0.101642,male
0.140781,0.707622,0.009958,0.099854,0.106525,male
0.124786,0.676823,0,0.145026,0.110127,male
0.153892,0.665251,0,0.138468,0.105228,male
0.172614,0.628398,0,0.097915,0.101964,male
0.13185,0.755378,0.144075,0.136482,0.112681,male
0.177591,0.662277,0,0.135724,0.092354,male
0.173892,0.612515,0,0.105873,0.1028,male
0.172207,0.614425,0,0.112637,0.105633,male
0.181713,0.597357,0,0.116289,0.104676,male
0.172216,0.542785,0,0.113288,0.107386,male
0.166297,0.674844,0,0.122448,0.086614,male
0.14238,0.523066,0.059938,0.174298,0.089305,male
0.141223,0.526704,0.060048,0.164973,0.079046,male
0.124098,0.519774,0.060048,0.165808,0.076996,male
0.133619,0.579548,0.060054,0.155057,0.076255,male
0.147471,0.48376,0.059949,0.17031,0.07347,male
0.117209,0.534102,0.060097,0.16318,0.071791,male
0.138347,0.532476,0.060037,0.161741,0.077557,male
0.125693,0.554993,0.059951,0.160985,0.071474,male
0.144337,0.481694,0.060048,0.169876,0.068518,male
0.140584,0.528599,0.060036,0.171829,0.08987,male
0.114242,0.623611,0.050181,0.168958,0.108795,male
0.12173,0.729937,0.050088,0.166469,0.103376,male
0.156755,0.759154,0.05008,0.147873,0.093395,male
0.149238,0.782449,0.050088,0.148742,0.110761,male
0.162786,0.769193,0.050088,0.138677,0.107189,male
0.156416,0.781729,0.050181,0.150705,0.109992,male
0.137207,0.762243,0.05008,0.154306,0.107986,male
0.12912,0.727327,0.050088,0.154812,0.10282,male
0.114935,0.652265,0.050129,0.167105,0.087281,male
0.123538,0.333553,0,0.188815,0.090939,male
0.100791,0.560896,0.104794,0.134962,0.086565,male
0.10657,0.578405,0.083969,0.14201,0.088512,male
0.109746,0.567241,0.101144,0.141047,0.078778,male
0.119412,0.575084,0.099967,0.146684,0.112568,male
0.095547,0.572281,0.085669,0.134106,0.09356,male
0.10425,0.572291,0.083509,0.137295,0.108234,male
0.114506,0.543657,0.083356,0.141913,0.095089,male
0.107974,0.556354,0.101797,0.139333,0.10551,male
0.101042,0.572082,0.083964,0.134992,0.084462,male
0.125046,0.564359,0.085719,0.145021,0.097881,male
0.115596,0.781834,0.008807,0.111692,0.124567,male
0.122182,0.764574,0.112783,0.133431,0.122605,male
0.127467,0.789685,0.009067,0.110683,0.142062,male
0.149067,0.736413,0.108533,0.128337,0.110157,male
0.129613,0.771881,0.127355,0.133595,0.1086,male
0.116197,0.822587,0.127703,0.128462,0.127453,male
0.122561,0.715342,0.123539,0.11885,0.098098,male
0.107933,0.778549,0.118361,0.141909,0.119752,male
0.14204,0.677629,0.106339,0.113764,0.114736,male
0.104071,0.609237,0.143717,0.150862,0.124045,male
0.120884,0.658351,0.015293,0.137313,0.085122,male
0.106442,0.649529,0.163667,0.144524,0.085837,male
0.121867,0.67771,0.16042,0.145531,0.091389,male
0.111914,0.763373,0.178663,0.138795,0.094506,male
0.113681,0.685155,0.172924,0.149096,0.091533,male
0.129298,0.787403,0.021231,0.145027,0.093467,male
0.105984,0.635588,0.182665,0.149561,0.088959,male
0.111702,0.681603,0.185239,0.148974,0.106672,male
0.125413,0.776357,0.200305,0.159905,0.092796,male
0.106811,0.664847,0.181193,0.146144,0.09165,male
0.100583,0.602794,0.218533,0.171766,0.12743,male
0.116514,0.729355,0.015614,0.153504,0.119785,male
0.101368,0.631997,0.016863,0.168305,0.120378,male
0.129719,0.793454,0.017526,0.149827,0.119851,male
0.092748,0.525316,0.214003,0.183793,0.113754,male
0.132811,0.738547,0.015267,0.149192,0.121152,male
0.126941,0.650573,0.015446,0.1554,0.115707,male
0.099337,0.667931,0.20577,0.167347,0.104839,male
0.095883,0.555786,0.183227,0.166613,0.093218,male
0.105049,0.685496,0.016402,0.149993,0.107672,male
0.1104,0.598206,0.208267,0.173168,0.109008,male
0.103158,0.50866,0.122443,0.177642,0.120185,male
0.106244,0.465367,0.223524,0.173184,0.116419,male
0.109268,0.608047,0.220656,0.163668,0.107101,male
0.109191,0.40922,0.211737,0.185592,0.117565,male
0.10954,0.554522,0.211931,0.163194,0.103156,male
0.105694,0.462425,0.215146,0.17494,0.111501,male
0.100997,0.467147,0.213284,0.177702,0.11049,male
0.114241,0.445586,0.115405,0.188637,0.116298,male
0.107023,0.535276,0.214568,0.17822,0.113219,male
0.106244,0.480294,0.223308,0.174806,0.105128,male
0.092851,0.670205,0,0.099424,0.105465,male
0.154611,0.656899,0,0.124062,0.116308,male
0.149539,0.658518,0,0.11634,0.118943,male
0.11887,0.64284,0,0.128033,0.102382,male
0.132135,0.617386,0,0.124883,0.116251,male
0.119117,0.542517,0,0.136521,0.119859,male
0.116283,0.084934,0.248978,0.213732,0.133667,male
0.161339,0.631719,0,0.120883,0.11593,male
0.142919,0.692133,0,0.130656,0.115237,male
0.118901,0.588819,0,0.141769,0.11639,male
0.136268,0.691744,0,0.11082,0.127758,male
0.149966,0.671153,0,0.11342,0.104197,male
0.145331,0.651739,0,0.117323,0.114503,male
0.133394,0.611827,0,0.122911,0.12177,male
0.149594,0.745818,0,0.122218,0.124954,male
0.164093,0.777627,0,0.12011,0.1057,male
0.140223,0.614026,0,0.130001,0.111934,male
0.115886,0.724311,0,0.122233,0.103553,male
0.126083,0.696184,0,0.110311,0.092952,male
0.099754,0.719183,0,0.108407,0.106848,male
0.184731,0.51583,0,0.125249,0.102683,male
0.167531,0.492974,0,0.118449,0.093241,male
0.130122,0.544185,0,0.137523,0.09014,male
0.183235,0.504159,0,0.120008,0.078679,male
0.169601,0.509976,0,0.12419,0.084083,male
0.14349,0.581754,0,0.134335,0.097809,male
0.15493,0.53517,0,0.126626,0.08923,male
0.125523,0.49998,0,0.130312,0.105474,male
0.144075,0.529941,0,0.131091,0.097032,male
0.18619,0.46839,0,0.112516,0.075519,male
0.034809,0.130449,0.2349,0.224382,0.138002,male
0.03383,0.126989,0.250097,0.221102,0.116978,male
0.036766,0.139624,0.23448,0.219194,0.118713,male
0.048823,0.140361,0.232111,0.22019,0.127353,male
0.023859,0.119673,0.241671,0.225582,0.12686,male
0.021841,0.117216,0.234961,0.223092,0.125255,male
0.031748,0.188841,0.23718,0.222859,0.126728,male
0.035045,0.129618,0.23586,0.225012,0.121583,male
0.027522,0.137675,0.234228,0.220832,0.110794,male
0.036618,0.137412,0.235888,0.221885,0.12442,male
0.104042,0.643325,0.185904,0.14648,0.094743,male
0.11416,0.6311,0.117438,0.150396,0.115598,male
0.108368,0.649326,0.017183,0.140897,0.097979,male
0.107401,0.639476,0.097505,0.143252,0.118828,male
0.108663,0.613985,0.017134,0.142018,0.108932,male
0.116569,0.683323,0.017177,0.145988,0.116721,male
0.110922,0.673342,0.091972,0.140008,0.118013,male
0.104422,0.654942,0.095042,0.138608,0.104231,male
0.103116,0.58308,0.096713,0.14306,0.098502,male
0.119369,0.729505,0.017112,0.151401,0.104354,male
0.12049,0.539779,0,0.166702,0.114927,male
0.117126,0.536715,0,0.163451,0.108935,male
0.115333,0.655374,0,0.159684,0.12324,male
0.118575,0.580292,0,0.166783,0.108613,male
0.120473,0.62025,0,0.165368,0.118109,male
0.112358,0.59984,0,0.167168,0.108212,male
0.122578,0.710752,0,0.165823,0.129392,male
0.118969,0.530061,0,0.169675,0.122059,male
0.119404,0.62167,0,0.165045,0.102042,male
0.116377,0.61963,0,0.16706,0.116108,male
0.114402,0.584807,0.135049,0.169344,0.11335,male
0.094706,0.666715,0.175229,0.161393,0.11572,male
0.100789,0.449683,0.139172,0.176992,0.136281,male
0.107968,0.470957,0.140276,0.171409,0.129018,male
0.136663,0.411128,0.000801,0.075701,0.106944,male
0.05004,0.300592,0.060048,0.048254,0.100127,male
0.06758,0.418733,0.001303,0.059645,0.104004,male
0.150543,0.533373,0.060057,0.097464,0.089682,male
0.115678,0.32957,0.00089,0.062182,0.099776,male
0.142966,0.438149,0.00089,0.080571,0.092098,male
0.141531,0.450205,0.001413,0.079369,0.095733,male
0.145166,0.488359,0.000775,0.084807,0.094071,male
0.116283,0.084934,0.248978,0.213732,0.133667,male
0.105826,0.08974,0.275299,0.199321,0.134527,male
0.080337,0.102732,0.164881,0.198694,0.14704,male
0.094307,0.105183,0.154438,0.2019,0.149086,male
0.101949,0.094455,0.258482,0.203617,0.142237,male
0.087642,0.096347,0.277599,0.209632,0.14102,male
0.048162,0.080963,0.22204,0.208581,0.172847,male
0.085039,0.241945,0,0.195323,0.123181,male
0.091356,0.226079,0,0.193205,0.129797,male
0.119335,0.194141,0,0.199662,0.113574,male
0.110029,0.184081,0,0.196418,0.13298,male
0.062272,0.181529,0,0.206393,0.114972,male
0.085415,0.178963,0,0.197426,0.136302,male
0.099967,0.178778,0,0.20508,0.116405,male
0.106705,0.482138,0.107307,0.161386,0.11401,male
0.102246,0.468228,0.100749,0.154383,0.103079,male
0.103346,0.507183,0.101245,0.152651,0.09329,male
0.104267,0.466106,0.102312,0.156606,0.101872,male
0.103063,0.549759,0.200086,0.157601,0.109531,male
0.103136,0.520469,0.103136,0.157013,0.098984,male
0.100825,0.542239,0.099355,0.155076,0.102148,male
0.102785,0.527571,0.103827,0.154978,0.105192,male
0.101508,0.480389,0.200457,0.153218,0.097749,male
0.102209,0.520398,0.096679,0.152133,0.090285,male
0.103431,0.459831,0.099536,0.154434,0.094673,male
0.105797,0.479164,0.095812,0.156931,0.097639,male
0.103587,0.479236,0.102332,0.158181,0.105425,male
0.105026,0.537051,0.198084,0.1539,0.10259,male
0.102788,0.506675,0.098309,0.153905,0.105293,male
0.104453,0.524902,0.103827,0.154345,0.100617,male
0.104168,0.424228,0.103385,0.160862,0.109946,male
0.104606,0.510424,0.102926,0.158374,0.109043,male
0.101779,0.471312,0.197117,0.154637,0.102158,male
0.106949,0.477634,0.103435,0.158009,0.10389,male
0.104563,0.483818,0.207156,0.158994,0.11035,male
0.106697,0.473355,0.096135,0.166103,0.097768,male
0.107129,0.470658,0.104326,0.162391,0.105014,male
0.107053,0.42744,0.103575,0.164086,0.111861,male
0.105189,0.509725,0.101309,0.158466,0.091152,male
0.104753,0.446517,0.200502,0.161176,0.101788,male
0.105379,0.489086,0.101917,0.1583,0.088531,male
0.103673,0.494613,0.103469,0.152753,0.097181,male
0.102506,0.531077,0.092843,0.147734,0.1002,male
0.102716,0.59427,0.092003,0.145859,0.108183,male
0.103282,0.538131,0.102209,0.149612,0.099571,male
0.103887,0.525021,0.102898,0.155435,0.108237,male
0.106647,0.517628,0.102795,0.159621,0.093788,male
0.103069,0.493013,0.100952,0.15804,0.103934,male
0.105327,0.512159,0.103146,0.160501,0.112262,male
0.104678,0.482941,0.107251,0.158272,0.112817,male
0.101524,0.526395,0.099584,0.155595,0.115249,male
0.103643,0.51019,0.095655,0.150899,0.101953,male
0.101938,0.480162,0.104781,0.151836,0.100368,male
0.103202,0.512342,0.098615,0.155364,0.104481,male
0.10473,0.464995,0.10408,0.159511,0.108777,male
0.108341,0.49619,0.09395,0.15419,0.097874,male
0.106306,0.498742,0.206262,0.156321,0.097572,male
0.113505,0.735317,0.093493,0.153382,0.09722,male
0.113378,0.784796,0.104814,0.146757,0.107672,male
0.116679,0.74182,0.216273,0.162614,0.10903,male
0.116496,0.804982,0.13455,0.152235,0.111297,male
0.115081,0.738276,0.133506,0.165156,0.120491,male
0.114758,0.693905,0.202383,0.167756,0.107117,male
0.113191,0.753936,0.201064,0.155535,0.118678,male
0.16623,0.460903,0.000843,0.145721,0.111859,male
0.12054,0.75574,0.115203,0.139583,0.096002,male
0.131677,0.787453,0.114604,0.145133,0.115785,male
0.160665,0.704673,0.106117,0.119622,0.103756,male
0.127801,0.718138,0.112052,0.133158,0.119185,male
0.156462,0.722671,0.009213,0.126735,0.116696,male
0.143707,0.765034,0.100866,0.127125,0.116054,male
0.150974,0.737072,0.005578,0.132855,0.103769,male
0.117538,0.52256,0.265538,0.188716,0.121784,male
0.115979,0.607602,0.245061,0.181495,0.120165,male
0.111539,0.461751,0.244465,0.192275,0.114544,male
0.112857,0.320577,0.246429,0.203083,0.108871,male
0.116426,0.624363,0.216014,0.166858,0.095246,male
0.110116,0.464031,0.232549,0.187391,0.098694,male
0.119197,0.364435,0.249639,0.194088,0.10925,male
0.108856,0.521624,0.260127,0.185908,0.11307,male
0.115385,0.637708,0.251795,0.178028,0.116113,male
0.113031,0.582426,0.243909,0.187952,0.111375,male
0.100543,0.394777,0.211023,0.191695,0.112744,male
0.121739,0.521869,0.252701,0.189749,0.116147,male
0.118502,0.556295,0.250637,0.188408,0.111736,male
0.096231,0.547924,0.223503,0.182219,0.112381,male
0.110164,0.551246,0.231475,0.187055,0.110858,male
0.105045,0.667932,0.215886,0.176775,0.113349,male
0.143077,0.683197,0.115385,0.15361,0.11541,male
0.116308,0.485928,0.1344,0.187299,0.120016,male
0.123241,0.766334,0.225856,0.157272,0.105102,male
0.117313,0.623388,0.255224,0.183142,0.115889,male
0.110469,0.29967,0.243906,0.201387,0.105156,male
0.101771,0.47905,0.227823,0.186238,0.111049,male
0.114878,0.482685,0.248693,0.194414,0.118456,male
0.11737,0.545496,0.245224,0.187114,0.111075,male
0.095128,0.554799,0.222115,0.18091,0.115975,male
0.106102,0.494915,0.241142,0.188575,0.119043,male
0.104932,0.414582,0.244932,0.192899,0.119633,male
0.105494,0.422316,0.215548,0.19097,0.113398,male
0.100489,0.531704,0.224274,0.187093,0.101646,male
0.110446,0.524517,0.255682,0.181903,0.120294,male
0.125603,0.773892,0.217199,0.160363,0.11417,male
0.10904,0.475608,0.239525,0.190526,0.11236,male
0.103897,0.500405,0.145718,0.183018,0.116028,male
0.110545,0.453016,0.137455,0.190443,0.120208,male
0.118734,0.461691,0.235342,0.195947,0.119255,male
0.118072,0.385325,0.248105,0.194611,0.112889,male
0.115979,0.428106,0.228076,0.193605,0.126094,male
0.100769,0.501477,0.230385,0.186411,0.121836,male
0.109778,0.409356,0.244061,0.193801,0.110042,male
0.123079,0.702349,0.220939,0.167281,0.111157,male
0.098977,0.398674,0.222698,0.1881,0.10847,male
0.098408,0.416085,0.226447,0.186064,0.109011,male
0.093797,0.465218,0.229628,0.186824,0.105533,male
0.113161,0.443867,0.23285,0.194143,0.109372,male
0.106061,0.413604,0.232803,0.18886,0.104114,male
0.105128,0.598041,0.219441,0.175929,0.104612,male
0.106364,0.479641,0.234848,0.193229,0.110114,male
0.103298,0.480801,0.22121,0.190072,0.106557,male
0.108401,0.479038,0.237728,0.190837,0.110244,male
0.113618,0.397266,0.218173,0.194639,0.115311,male
0.124037,0.627398,0.242841,0.176457,0.116569,male
0.115452,0.353634,0.263337,0.199281,0.113586,male
0.116127,0.634739,0.146069,0.179659,0.101098,male
0.107946,0.38484,0.217306,0.194606,0.110265,male
0.121739,0.283762,0.249565,0.204982,0.120147,male
0.103285,0.358772,0.218271,0.196425,0.118526,male
0.110556,0.461581,0.210278,0.190983,0.102835,male
0.106884,0.391551,0.229299,0.193812,0.107315,male
0.112101,0.580524,0.235362,0.182306,0.107974,male
0.103784,0.383985,0.218378,0.186898,0.114696,male
0.118553,0.40476,0.247234,0.189612,0.109506,male
0.115294,0.535863,0.252157,0.186085,0.10113,male
0.111034,0.362724,0.241379,0.192134,0.124619,male
0.119426,0.659248,0.231993,0.166416,0.109865,male
0.106842,0.392241,0.222895,0.199615,0.110385,male
0.154257,0.758297,0.215025,0.129453,0.106217,male
0.112743,0.637123,0.243761,0.18311,0.120868,male
0.108259,0.419248,0.232672,0.195052,0.115489,male
0.112574,0.438333,0.259565,0.194984,0.114291,male
0.094572,0.52852,0.2259,0.183125,0.114168,male
0.123338,0.640311,0.270479,0.186511,0.118449,male
0.117394,0.533617,0.141586,0.186307,0.109308,male
0.098226,0.386047,0.225242,0.18774,0.114191,male
0.125956,0.533184,0.262445,0.188611,0.117813,male
0.101379,0.482246,0.228828,0.187127,0.110099,male
0.113301,0.443907,0.237444,0.189499,0.115241,male
0.114146,0.60245,0.209756,0.178618,0.111133,male
0.100339,0.558088,0.218305,0.175614,0.107824,male
0.101303,0.381898,0.139056,0.194781,0.112783,male
0.088732,0.585042,0.205728,0.177096,0.109495,male
0.096923,0.452823,0.215385,0.184848,0.117045,male
0.113878,0.478307,0.232653,0.186208,0.116904,male
0.116837,0.717652,0.244744,0.165026,0.126415,male
0.142878,0.434538,0.001001,0.085832,0.097472,male
0.037366,0.282282,0.000728,0.039363,0.101011,male
0.109598,0.670802,0.085963,0.146393,0.094444,male
0.091977,0.728978,0.102965,0.132951,0.115847,male
0.11187,0.752012,0.102782,0.138354,0.108021,male
0.109652,0.479155,0.208712,0.171756,0.113604,male
0.113401,0.756297,0.110232,0.136474,0.115771,male
0.099022,0.757001,0.11082,0.128094,0.110586,male
0.113005,0.727981,0.104069,0.129028,0.106148,male
0.11642,0.73646,0.108241,0.150227,0.112769,male
0.099036,0.690305,0.102332,0.122134,0.080614,male
0.107566,0.694812,0.105308,0.142489,0.071168,male
0.089123,0.721284,0.118653,0.128815,0.132928,male
0.079762,0.153505,0.217926,0.183967,0.108979,male
0.062357,0.149988,0.154558,0.17363,0.111024,male
0.082985,0.161601,0.240948,0.181191,0.111843,male
0.087022,0.169766,0.230117,0.184187,0.11852,male
0.091832,0.148897,0.136622,0.187038,0.118737,male
0.084777,0.176672,0.215711,0.187509,0.099407,male
0.08545,0.14381,0.226213,0.193306,0.127126,male
0.088405,0.144397,0.225171,0.192391,0.119014,male
0.072438,0.151429,0.219403,0.193977,0.10693,male
0.084826,0.158159,0.138123,0.184306,0.110918,male
0.118794,0.434247,0.269397,0.195274,0.125527,male
0.117667,0.460856,0.144563,0.189331,0.122068,male
0.127743,0.734822,0.242311,0.170463,0.129276,male
0.127291,0.738279,0.240572,0.16149,0.124194,male
0.129761,0.714371,0.219122,0.153327,0.127703,male
0.113068,0.443153,0.230745,0.189065,0.100155,male
0.114682,0.388798,0.250979,0.197205,0.123515,male
0.099816,0.308462,0.211645,0.199253,0.113921,male
0.118937,0.577056,0.113601,0.150704,0.119849,male
0.177788,0.6119,0.125042,0.138336,0.138233,male
0.142567,0.568058,0.133506,0.156862,0.140525,male
0.132768,0.647427,0.125535,0.152168,0.109005,male
0.127298,0.634353,0.119566,0.144681,0.133457,male
0.128468,0.601018,0.133424,0.162227,0.134082,male
0.131996,0.74613,0.115987,0.126679,0.117863,male
0.123783,0.639429,0.126452,0.157579,0.131519,male
0.12173,0.608402,0.117419,0.156463,0.12449,male
0.158676,0.698753,0.121745,0.130537,0.131859,male
0.076188,0.198081,0.150154,0.196023,0.12769,male
0.074329,0.191798,0.209918,0.200513,0.135308,male
0.062871,0.190236,0.203788,0.19962,0.136643,male
0.067295,0.184218,0.225688,0.20245,0.132458,male
0.097411,0.188695,0.251755,0.207534,0.131116,male
0.150557,0.751094,0.117161,0.140717,0.110489,male
0.092444,0.180813,0.238448,0.21262,0.119024,male
0.069812,0.186675,0.229705,0.201428,0.129064,male
0.070775,0.188335,0.227565,0.205776,0.129058,male
0.093778,0.173449,0.159676,0.206507,0.128289,male
0.187074,0.633295,0,0.135917,0.12362,male
0.12059,0.580939,0,0.15927,0.127236,male
0.117023,0.537783,0,0.160375,0.122719,male
0.114785,0.610161,0,0.160468,0.141772,male
0.171119,0.738174,0,0.130918,0.122976,male
0.149927,0.575355,0,0.137655,0.148467,male
0.127404,0.58209,0,0.153447,0.130284,male
0.093976,0.566637,0,0.163813,0.117122,male
0.137309,0.659317,0,0.152937,0.116985,male
0.125843,0.627002,0,0.154623,0.128543,male
0.106433,0.730375,0.095335,0.139546,0.102371,male
0.1149,0.737769,0.090665,0.14173,0.084839,male
0.113281,0.667288,0.060043,0.152081,0.088671,male
0.108961,0.648723,0.084131,0.150002,0.093508,male
0.104956,0.727169,0.094994,0.141263,0.09586,male
0.111688,0.708367,0.084937,0.144461,0.096817,male
